"type","id","created","modified","created_by_ref","object_marking_refs","name","description","x_mitre_version","x_mitre_data_source_ref","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref"
"x-mitre-data-component","x-mitre-data-component--167b48f7-76e9-4fcb-9e8d-7121f7bf56c3","2021-10-20T15:05:19.271748Z","2021-10-20T15:05:19.271748Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Malware Content","Code, strings, and other signatures that compromise a malicious payload","1.0","x-mitre-data-source--b86d9b40-5fbe-4ef1-8dc3-263eff26f495","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--05645013-2fed-4066-8bdc-626b2e201dd4","2021-10-20T15:05:19.271827Z","2021-10-20T15:05:19.271827Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","WMI Creation","Initial construction of a WMI object, such as a filter, consumer, subscription, binding, or provider (ex: Sysmon EIDs 19-21)","1.0","x-mitre-data-source--2cd6cc81-d86e-4595-a4f0-43f5519f14e6","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--5f7c9def-0ddf-423b-b1f8-fb2ddeed0ce3","2021-10-20T15:05:19.271909Z","2021-10-20T15:05:19.271909Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Web Credential Creation","Initial construction of new web credential material (ex: Windows EID 1200 or 4769)","1.0","x-mitre-data-source--1e26f222-e27e-4bfa-830c-fa4b4f18b5e4","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--ff93f688-d7a4-49cf-9c79-a14454da8428","2021-10-20T15:05:19.271933Z","2021-10-20T15:05:19.271933Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Web Credential Usage","An attempt by a user to gain access to a network or computing resource by providing web credentials (ex: Windows EID 1202)","1.0","x-mitre-data-source--1e26f222-e27e-4bfa-830c-fa4b4f18b5e4","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--b008766d-f34f-4ded-b712-659f59aaed6e","2021-10-20T15:05:19.271986Z","2021-10-20T15:05:19.271986Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Image Creation","Initial construction of a virtual machine image (ex: Azure Compute Service Images PUT)","1.0","x-mitre-data-source--1ac0ca69-e07e-4b34-9061-e4588e146c52","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--071a09b1-8945-46fd-8bb7-6bcc89400963","2021-10-20T15:05:19.272009Z","2021-10-20T15:05:19.272009Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Image Modification","Changes made to a virtual machine image, including setting and/or control data (ex: Azure Compute Service Images PATCH)","1.0","x-mitre-data-source--1ac0ca69-e07e-4b34-9061-e4588e146c52","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--8b4ca854-ac08-47da-b24f-601b28a39aff","2021-10-20T15:05:19.272030Z","2021-10-20T15:05:19.272030Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Image Deletion","Removal of a virtual machine image (ex: Azure Compute Service Images DELETE)","1.0","x-mitre-data-source--1ac0ca69-e07e-4b34-9061-e4588e146c52","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--b597a220-6510-4397-b0d8-342cd2c58827","2021-10-20T15:05:19.272052Z","2021-10-20T15:05:19.272052Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Image Metadata","Contextual data about a virtual machine image such as name, resource group, state, or type","1.0","x-mitre-data-source--1ac0ca69-e07e-4b34-9061-e4588e146c52","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--23e4ee78-26f3-4fcf-ba43-ab953962f96c","2021-10-20T15:05:19.272119Z","2021-10-20T15:05:19.272119Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Kernel Module Load","An object file that contains code to extend the running kernel of an OS, typically used to add support for new hardware (as device drivers) and/or filesystems, or for adding system calls","1.0","x-mitre-data-source--8765a845-dea1-4cd1-a56f-f54939b7ab9e","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--ee575f4a-2d4f-48f6-b18b-89067760adc1","2021-10-20T15:05:19.272172Z","2021-10-20T15:05:19.272172Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Process Metadata","Contextual data about a running process, which may include information such as environment variables, image name, user/owner, etc.","1.0","x-mitre-data-source--e8b8ede7-337b-4c0c-8c32-5c7872c1ee22","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077","2021-10-20T15:05:19.272195Z","2021-10-20T15:05:19.272195Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)","1.0","x-mitre-data-source--e8b8ede7-337b-4c0c-8c32-5c7872c1ee22","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--61f1d40e-f3d0-4cc6-aa2d-937b6204194f","2021-10-20T15:05:19.272261Z","2021-10-20T15:05:19.272261Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Process Termination","Exit of a running process (ex: Sysmon EID 5 or Windows EID 4689)","1.0","x-mitre-data-source--e8b8ede7-337b-4c0c-8c32-5c7872c1ee22","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--d5fca4e4-e47a-487b-873f-3d22f8865e96","2021-10-20T15:05:19.272285Z","2021-10-20T15:05:19.272285Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Process Modification","Changes made to a process, or its contents, typically to write and/or execute code in the memory of the target process (ex: Sysmon EID 8)","1.0","x-mitre-data-source--e8b8ede7-337b-4c0c-8c32-5c7872c1ee22","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--1887a270-576a-4049-84de-ef746b2572d6","2021-10-20T15:05:19.272320Z","2021-10-20T15:05:19.272320Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Process Access","Opening of a process by another process, typically to read memory of the target process (ex: Sysmon EID 10)","1.0","x-mitre-data-source--e8b8ede7-337b-4c0c-8c32-5c7872c1ee22","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e","2021-10-20T15:05:19.272354Z","2021-10-20T15:05:19.272354Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","OS API Execution","Operating system function/method calls executed by a process","1.0","x-mitre-data-source--e8b8ede7-337b-4c0c-8c32-5c7872c1ee22","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--59ec10d9-546b-4b8e-bccb-fa85f71e5055","2021-10-20T15:05:19.272419Z","2021-10-20T15:05:19.272419Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Storage Creation","Initial construction of new cloud storage infrastructure (ex: AWS S3 CreateBucket)","1.0","x-mitre-data-source--2ce537a2-3b30-4374-9397-31d6460ec0bc","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--45977f14-1bcc-4ec4-ac14-a30fd3a11f44","2021-10-20T15:05:19.272445Z","2021-10-20T15:05:19.272445Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Storage Modification","Changes made to cloud storage infrastructure, including its settings and/or data (ex: AWS S3 PutObject or PutObjectAcl)","1.0","x-mitre-data-source--2ce537a2-3b30-4374-9397-31d6460ec0bc","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--4c41e296-b8d2-4a37-b789-eb565c87c00c","2021-10-20T15:05:19.272467Z","2021-10-20T15:05:19.272467Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Storage Deletion","Removal of cloud storage infrastructure (ex: AWS S3 DeleteBucket)","1.0","x-mitre-data-source--2ce537a2-3b30-4374-9397-31d6460ec0bc","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--e214eb6d-de8f-4154-9015-6d47915fbed1","2021-10-20T15:05:19.272487Z","2021-10-20T15:05:19.272487Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Storage Metadata","Contextual data about cloud storage infrastructure and activity around it such as name, size, or owner","1.0","x-mitre-data-source--2ce537a2-3b30-4374-9397-31d6460ec0bc","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--fcc4811f-9cc8-4db5-8097-4d8242a380de","2021-10-20T15:05:19.272508Z","2021-10-20T15:05:19.272508Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Storage Enumeration","An extracted list of cloud storage infrastructure (ex: AWS S3 ListBuckets or ListObjects)","1.0","x-mitre-data-source--2ce537a2-3b30-4374-9397-31d6460ec0bc","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--58ef998c-f3bf-4985-b487-b1005f5c05d1","2021-10-20T15:05:19.272529Z","2021-10-20T15:05:19.272529Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Cloud Storage Access","Opening of a cloud storage infrastructure, typically to collect/read its value (ex: AWS S3 GetObject)","1.0","x-mitre-data-source--2ce537a2-3b30-4374-9397-31d6460ec0bc","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--c0a4a086-cc20-4e1e-b7cb-29d99dfa3fb1","2021-10-20T15:05:19.272586Z","2021-10-20T15:05:19.272586Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)","1.0","x-mitre-data-source--f424e4b4-a8a4-4c58-a4ae-4f53bfd08563","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--9f387817-df83-432a-b56b-a8fb7f71eedd","2021-10-20T15:05:19.272641Z","2021-10-20T15:05:19.272641Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Script Execution","Launching a list of commands through a script file (ex: Windows EID 4104)","1.0","x-mitre-data-source--12c1e727-7fa4-49b6-af81-366ed2ce231e","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--85a533a4-5fa4-4dba-b45d-f0717bedd6e6","2021-10-20T15:05:19.272689Z","2021-10-20T15:05:19.272689Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Host Status","Logging, messaging, and other artifacts highlighting the health of host sensors (ex: metrics, errors, and/or exceptions from logging applications)","1.0","x-mitre-data-source--4523e7f3-8de2-4078-96f8-1227eb537159","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--5263cb33-08cc-4a68-820f-004e1e400d76","2021-10-20T15:05:19.272791Z","2021-10-20T15:05:19.272791Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Pod Creation","Initial construction of a new pod (ex: kubectl apply|run)","1.0","x-mitre-data-source--06bb1e05-533b-4de3-ae87-9b99910465cf","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--672b2ebd-4310-4efe-bf03-7ab005298a74","2021-10-20T15:05:19.272840Z","2021-10-20T15:05:19.272840Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Pod Modification","Changes made to a pod, including its settings and/or control data (ex: kubectl set|patch|edit)","1.0","x-mitre-data-source--06bb1e05-533b-4de3-ae87-9b99910465cf","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--c0edd522-0aef-46b3-8efa-2bd334ce4242","2021-10-20T15:05:19.272873Z","2021-10-20T15:05:19.272873Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Pod Metadata","Contextual data about a pod and activity around it such as name, ID, namespace, or status","1.0","x-mitre-data-source--06bb1e05-533b-4de3-ae87-9b99910465cf","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--07688e40-a7fa-4436-937f-1216674341a0","2021-10-20T15:05:19.272897Z","2021-10-20T15:05:19.272897Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Pod Enumeration","An extracted list of pods within a cluster (ex: kubectl get pods)","1.0","x-mitre-data-source--06bb1e05-533b-4de3-ae87-9b99910465cf","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa","2021-10-20T15:05:19.272957Z","2021-10-20T15:05:19.272957Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)","1.0","x-mitre-data-source--40269753-26bd-437b-986e-159c66dec5e4","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--3d6e6b3b-4aa8-40e1-8c47-91db0f313d9f","2021-10-20T15:05:19.273011Z","2021-10-20T15:05:19.273011Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Drive Creation","Initial construction of a drive letter or mount point to a data storage device","1.0","x-mitre-data-source--61bbbf27-f7c3-46ba-a6bc-48ae76928065","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--4dcd8ba3-2075-4f8b-941e-39884ffaac08","2021-10-20T15:05:19.273061Z","2021-10-20T15:05:19.273061Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Drive Modification","Changes made to a drive letter or mount point of a data storage device","1.0","x-mitre-data-source--61bbbf27-f7c3-46ba-a6bc-48ae76928065","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--73ff2dcc-24b1-4368-b9dc-706dd9e68354","2021-10-20T15:05:19.273087Z","2021-10-20T15:05:19.273087Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Drive Access","Opening of a data storage device with an assigned drive letter or mount point","1.0","x-mitre-data-source--61bbbf27-f7c3-46ba-a6bc-48ae76928065","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0","2021-10-20T15:05:19.273156Z","2021-10-20T15:05:19.273156Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)","1.0","x-mitre-data-source--73691708-ffb5-4e29-906d-f485f6fa7089","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--746f095a-f84c-4ccc-90a5-c7caa5c100a2","2021-10-20T15:05:19.273209Z","2021-10-20T15:05:19.273209Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Firewall Metadata","Contextual data about a firewall and activity around it such as name, policy, or status","1.0","x-mitre-data-source--f2f4f4bd-3455-400f-b2ee-104004df0f5b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--c97d0171-f6e0-4415-85ff-4082fdb8c72a","2021-10-20T15:05:19.273233Z","2021-10-20T15:05:19.273233Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Firewall Disable","Deactivation or stoppage of a cloud service (ex: Write/Delete entries within Azure Firewall Activity Logs)","1.0","x-mitre-data-source--f2f4f4bd-3455-400f-b2ee-104004df0f5b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--d2ff4b56-8351-4ed8-b0fb-d8605366005f","2021-10-20T15:05:19.273254Z","2021-10-20T15:05:19.273254Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Firewall Rule Modification","Changes made to a firewall rule, typically to allow/block specific network traffic (ex: Windows EID 4950 or Write/Delete entries within Azure Firewall Rule Collection Activity Logs)","1.0","x-mitre-data-source--f2f4f4bd-3455-400f-b2ee-104004df0f5b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"x-mitre-data-component","x-mitre-data-component--bf91faa8-0049-4870-810a-4df55e0b77ee","2021-10-20T15:05:19.273275Z","2021-10-20T15:05:19.273275Z","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Firewall Enumeration","An extracted list of available firewalls and/or their associated settings/rules (ex: Azure Network Firewall CLI Show commands)","1.0","x-mitre-data-source--f2f4f4bd-3455-400f-b2ee-104004df0f5b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
