"type","id","created","modified","mitre_attack_id","created_by_ref","name","description","object_marking_refs","x_mitre_version","external_references","aliases","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref","x_mitre_contributors","revoked"
"intrusion-set","intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e","2017-12-14T16:46:06.044Z","2018-10-17T00:14:20.652Z","G0050","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","APT32","[APT32](https://attack.mitre.org/groups/G0050) is a threat group that has been active since at least 2014. The group has targeted multiple private sector industries as well as with foreign governments, dissidents, and journalists with a strong focus on Southeast Asian countries like Vietnam, Phillipines, Laos, and Cambodia. They have extensively used strategic web compromises to compromise victims. 
The group is believed to be Vietnam-based. (Citation: FireEye APT32 May 2017) (Citation: Volexity OceanLotus Nov 2017) (Citation: ESET OceanLotus)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0050', 'url': 'https://attack.mitre.org/groups/G0050', 'source_name': 'mitre-attack'}, {'description': '(Citation: FireEye APT32 May 2017) (Citation: Volexity OceanLotus Nov 2017)', 'source_name': 'APT32'}, {'description': '(Citation: FireEye APT32 May 2017) (Citation: Volexity OceanLotus Nov 2017)', 'source_name': 'OceanLotus Group'}, {'description': '(Citation: ESET OceanLotus)', 'source_name': 'APT-C-00'}, {'url': 'https://www.fireeye.com/blog/threat-research/2017/05/cyber-espionage-apt32.html', 'description': 'Carr, N.. (2017, May 14). Cyber Espionage is Alive and Well: APT32 and the Threat to Global Corporations. Retrieved June 18, 2017.', 'source_name': 'FireEye APT32 May 2017'}, {'url': 'https://www.volexity.com/blog/2017/11/06/oceanlotus-blossoms-mass-digital-surveillance-and-exploitation-of-asean-nations-the-media-human-rights-and-civil-society/', 'description': 'Lassalle, D., et al. (2017, November 6). OceanLotus Blossoms: Mass Digital Surveillance and Attacks Targeting ASEAN, Asian Nations, the Media, Human Rights Groups, and Civil Society. Retrieved November 6, 2017.', 'source_name': 'Volexity OceanLotus Nov 2017'}, {'url': 'https://www.welivesecurity.com/2018/03/13/oceanlotus-ships-new-backdoor/', 'description': 'Foltýn, T. (2018, March 13). OceanLotus ships new backdoor using old tricks. Retrieved May 22, 2018.', 'source_name': 'ESET OceanLotus'}]","['APT32', 'OceanLotus Group', 'APT-C-00']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","G0064","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","APT33","[APT33](https://attack.mitre.org/groups/G0064) is a suspected Iranian threat group that has carried out operations since at least 2013. The group has targeted organizations across multiple industries in the United States, Saudi Arabia, and South Korea, with a particular interest in the aviation and energy sectors. (Citation: FireEye APT33 Sept 2017) (Citation: FireEye APT33 Webinar Sept 2017)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0064', 'url': 'https://attack.mitre.org/groups/G0064', 'source_name': 'mitre-attack'}, {'description': '(Citation: FireEye APT33 Sept 2017) (Citation: FireEye APT33 Webinar Sept 2017)', 'source_name': 'APT33'}, {'url': 'https://www.fireeye.com/blog/threat-research/2017/09/apt33-insights-into-iranian-cyber-espionage.html', 'description': ""O'Leary, J., et al. (2017, September 20). Insights into Iranian Cyber Espionage: APT33 Targets Aerospace and Energy Sectors and has Ties to Destructive Malware. Retrieved February 15, 2018."", 'source_name': 'FireEye APT33 Sept 2017'}, {'url': 'https://www.brighttalk.com/webcast/10703/275683', 'description': 'Davis, S. and Carr, N. (2017, September 21). APT33: New Insights into Iranian Cyber Espionage Group. Retrieved February 15, 2018.', 'source_name': 'FireEye APT33 Webinar Sept 2017'}]","['APT33']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--68ba94ab-78b8-43e7-83e2-aed3466882c6","2018-01-16T16:13:52.465Z","2018-10-17T00:17:13.469Z","G0057","","APT34","","","1.0","[{'external_id': 'G0057', 'url': 'https://attack.mitre.org/groups/G0057', 'source_name': 'mitre-attack'}]","","2.1","2.1.0","['enterprise-attack']","","","True"
"intrusion-set","intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","G0067","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","APT37","[APT37](https://attack.mitre.org/groups/G0067) is a suspected North Korean cyber espionage group that has been active since at least 2012. The group has targeted victims primarily in South Korea, but also in Japan, Vietnam, Russia, Nepal, China, India, Romania, Kuwait, and other parts of the Middle East. [APT37](https://attack.mitre.org/groups/G0067) has also been linked to following campaigns between 2016-2018: Operation Daybreak, Operation Erebus, Golden Time, Evil New Year, Are you Happy?, FreeMilk, Northern Korean Human Rights, and Evil New Year 2018. (Citation: FireEye APT37 Feb 2018) (Citation: Securelist ScarCruft Jun 2016) (Citation: Talos Group123)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0067', 'url': 'https://attack.mitre.org/groups/G0067', 'source_name': 'mitre-attack'}, {'description': '(Citation: Securelist ScarCruft Jun 2016) (Citation: FireEye APT37 Feb 2018)', 'source_name': 'ScarCruft'}, {'description': '(Citation: FireEye APT37 Feb 2018)', 'source_name': 'APT37'}, {'description': '(Citation: FireEye APT37 Feb 2018)', 'source_name': 'Reaper'}, {'description': '(Citation: FireEye APT37 Feb 2018)', 'source_name': 'Group123'}, {'description': '(Citation: FireEye APT37 Feb 2018)', 'source_name': 'TEMP.Reaper'}, {'url': 'https://securelist.com/operation-daybreak/75100/', 'description': 'Raiu, C., and Ivanov, A. (2016, June 17). Operation Daybreak. Retrieved February 15, 2018.', 'source_name': 'Securelist ScarCruft Jun 2016'}, {'url': 'https://www2.fireeye.com/rs/848-DID-242/images/rpt_APT37.pdf', 'description': 'FireEye. (2018, February 20). APT37 (Reaper): The Overlooked North Korean Actor. Retrieved March 1, 2018.', 'source_name': 'FireEye APT37 Feb 2018'}, {'url': 'https://blog.talosintelligence.com/2018/01/korea-in-crosshairs.html', 'description': 'Mercer, W., Rascagneres, P. (2018, January 16). Korea In The Crosshairs. Retrieved May 21, 2018.', 'source_name': 'Talos Group123'}]","['ScarCruft', 'APT37', 'Reaper', 'Group123', 'TEMP.Reaper']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Valerii Marchuk, Cybersecurity Help s.r.o.']",""
"intrusion-set","intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973","2017-05-31T21:31:45.629Z","2018-10-17T00:14:20.652Z","G0001","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Axiom","[Axiom](https://attack.mitre.org/groups/G0001) is a cyber espionage group suspected to be associated with the Chinese government. It is responsible for the Operation SMN campaign. (Citation: Novetta-Axiom) Though both this group and [Winnti Group](https://attack.mitre.org/groups/G0044) use the malware [Winnti](S0141), the two groups appear to be distinct based on differences in reporting on the groups' TTPs and targeting. (Citation: Kaspersky Winnti April 2013) (Citation: Kaspersky Winnti June 2015) (Citation: Novetta Winnti April 2015)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0001', 'url': 'https://attack.mitre.org/groups/G0001', 'source_name': 'mitre-attack'}, {'description': '(Citation: Novetta-Axiom)', 'source_name': 'Axiom'}, {'description': '(Citation: Cisco Group 72)', 'source_name': 'Group 72'}, {'url': 'http://www.novetta.com/wp-content/uploads/2014/11/Executive_Summary-Final_1.pdf', 'description': 'Novetta. (n.d.). Operation SMN: Axiom Threat Actor Group Report. Retrieved November 12, 2014.', 'source_name': 'Novetta-Axiom'}, {'url': 'http://blogs.cisco.com/security/talos/threat-spotlight-group-72', 'description': 'Esler, J., Lee, M., and Williams, C.. (2014, October 14). Threat Spotlight: Group 72. Retrieved January 14, 2016.', 'source_name': 'Cisco Group 72'}, {'url': 'https://securelist.com/winnti-more-than-just-a-game/37029/', 'description': ""Kaspersky Lab's Global Research and Analysis Team. (2013, April 11). Winnti. More than just a game. Retrieved February 8, 2017."", 'source_name': 'Kaspersky Winnti April 2013'}, {'url': 'https://securelist.com/games-are-over/70991/', 'description': 'Tarakanov, D. (2015, June 22). Games are over: Winnti is now targeting pharmaceutical companies. Retrieved January 14, 2016.', 'source_name': 'Kaspersky Winnti June 2015'}, {'url': 'http://www.novetta.com/wp-content/uploads/2015/04/novetta_winntianalysis.pdf', 'description': 'Novetta Threat Research Group. (2015, April 7). Winnti Analysis. Retrieved February 8, 2017.', 'source_name': 'Novetta Winnti April 2015'}]","['Axiom', 'Group 72']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90","2018-01-16T16:13:52.465Z","2018-10-17T00:14:20.652Z","G0060","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","BRONZE BUTLER","[BRONZE BUTLER](https://attack.mitre.org/groups/G0060) is a cyber espionage group with likely Chinese origins that has been active since at least 2008. The group primarily targets Japanese organizations, particularly those in government, biotechnology, electronics manufacturing, and industrial chemistry. (Citation: Trend Micro Daserf Nov 2017) (Citation: Secureworks BRONZE BUTLER Oct 2017)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0060', 'url': 'https://attack.mitre.org/groups/G0060', 'source_name': 'mitre-attack'}, {'description': '(Citation: Trend Micro Daserf Nov 2017)', 'source_name': 'BRONZE BUTLER'}, {'description': '(Citation: Trend Micro Daserf Nov 2017)', 'source_name': 'REDBALDKNIGHT'}, {'description': '(Citation: Trend Micro Daserf Nov 2017) (Citation: Symantec Tick Apr 2016)', 'source_name': 'Tick'}, {'url': 'http://blog.trendmicro.com/trendlabs-security-intelligence/redbaldknight-bronze-butler-daserf-backdoor-now-using-steganography/', 'description': 'Chen, J. and Hsieh, M. (2017, November 7). REDBALDKNIGHT/BRONZE BUTLER’s Daserf Backdoor Now Using Steganography. Retrieved December 27, 2017.', 'source_name': 'Trend Micro Daserf Nov 2017'}, {'url': 'https://www.secureworks.com/research/bronze-butler-targets-japanese-businesses', 'description': 'Counter Threat Unit Research Team. (2017, October 12). BRONZE BUTLER Targets Japanese Enterprises. Retrieved January 4, 2018.', 'source_name': 'Secureworks BRONZE BUTLER Oct 2017'}, {'url': 'https://www.symantec.com/connect/blogs/tick-cyberespionage-group-zeros-japan', 'description': 'DiMaggio, J. (2016, April 28). Tick cyberespionage group zeros in on Japan. Retrieved July 16, 2018.', 'source_name': 'Symantec Tick Apr 2016'}]","['BRONZE BUTLER', 'REDBALDKNIGHT', 'Tick']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--da49b9f1-ca99-443f-9728-0a074db66850","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","G0063","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","BlackOasis","[BlackOasis](https://attack.mitre.org/groups/G0063) is a Middle Eastern threat group that is believed to be a customer of Gamma Group. The group has shown interest in prominent figures in the United Nations, as well as opposition bloggers, activists, regional news correspondents, and think tanks. (Citation: Securelist BlackOasis Oct 2017) (Citation: Securelist APT Trends Q2 2017) A group known by Microsoft as [NEODYMIUM](https://attack.mitre.org/groups/G0055) is reportedly associated closely with [BlackOasis](https://attack.mitre.org/groups/G0063) operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0063', 'url': 'https://attack.mitre.org/groups/G0063', 'source_name': 'mitre-attack'}, {'description': '(Citation: Securelist BlackOasis Oct 2017) (Citation: Securelist APT Trends Q2 2017)', 'source_name': 'BlackOasis'}, {'url': 'https://securelist.com/blackoasis-apt-and-new-targeted-attacks-leveraging-zero-day-exploit/82732/', 'description': ""Kaspersky Lab's Global Research & Analysis Team. (2017, October 16). BlackOasis APT and new targeted attacks leveraging zero-day exploit. Retrieved February 15, 2018."", 'source_name': 'Securelist BlackOasis Oct 2017'}, {'url': 'https://securelist.com/apt-trends-report-q2-2017/79332/', 'description': ""Kaspersky Lab's Global Research & Analysis Team. (2017, August 8). APT Trends report Q2 2017. Retrieved February 15, 2018."", 'source_name': 'Securelist APT Trends Q2 2017'}, {'url': 'https://www.cyberscoop.com/middle-eastern-hacking-group-using-finfisher-malware-conduct-international-espionage/', 'description': 'Bing, C. (2017, October 16). Middle Eastern hacking group is using FinFisher malware to conduct international espionage. Retrieved February 15, 2018.', 'source_name': 'CyberScoop BlackOasis Oct 2017'}]","['BlackOasis']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c","2017-05-31T21:31:49.021Z","2018-10-17T00:14:20.652Z","G0008","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Carbanak","[Carbanak](https://attack.mitre.org/groups/G0008) is a threat group that mainly targets banks. It also refers to malware of the same name ([Carbanak](S0030)). It is sometimes referred to as [FIN7](https://attack.mitre.org/groups/G0046), but these appear to be two groups using the same [Carbanak](S0030) malware and are therefore tracked separately. (Citation: Kaspersky Carbanak) (Citation: FireEye FIN7 April 2017)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0008', 'url': 'https://attack.mitre.org/groups/G0008', 'source_name': 'mitre-attack'}, {'description': '(Citation: Kaspersky Carbanak) (Citation: Fox-It Anunak Feb 2015)', 'source_name': 'Carbanak'}, {'description': '(Citation: Fox-It Anunak Feb 2015)', 'source_name': 'Anunak'}, {'description': '(Citation: Crowdstrike State of Criminal May 2016)', 'source_name': 'Carbon Spider'}, {'url': 'https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/08064518/Carbanak_APT_eng.pdf', 'description': ""Kaspersky Lab's Global Research and Analysis Team. (2015, February). CARBANAK APT THE GREAT BANK ROBBERY. Retrieved August 23, 2018."", 'source_name': 'Kaspersky Carbanak'}, {'url': 'https://www.fox-it.com/en/about-fox-it/corporate/news/anunak-aka-carbanak-update/', 'description': 'Prins, R. (2015, February 16). Anunak (aka Carbanak) Update. Retrieved January 20, 2017.', 'source_name': 'Fox-It Anunak Feb 2015'}, {'url': 'https://www.fireeye.com/blog/threat-research/2017/04/fin7-phishing-lnk.html', 'description': 'Carr, N., et al. (2017, April 24). FIN7 Evolution and the Phishing LNK. Retrieved April 24, 2017.', 'source_name': 'FireEye FIN7 April 2017'}, {'url': 'https://www.crowdstrike.com/blog/state-criminal-address/', 'description': 'Johnston, R. (2016, May 16). State of the Criminal Address. Retrieved December 7, 2017.', 'source_name': 'Crowdstrike State of Criminal May 2016'}]","['Carbanak', 'Anunak', 'Carbon Spider']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Anastasios Pingios']",""
"intrusion-set","intrusion-set--7636484c-adc5-45d4-9bfe-c3e062fbc4a0","2018-01-16T16:13:52.465Z","2018-10-17T00:14:20.652Z","G0058","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Charming Kitten","[Charming Kitten](https://attack.mitre.org/groups/G0058) is an Iranian cyber espionage group that has been active since approximately 2014. They appear to focus on targeting individuals of interest to Iran who work in academic research, human rights, and media, with most victims having been located in Iran, the US, Israel, and the UK. [Charming Kitten](https://attack.mitre.org/groups/G0058) usually tries to access private email and Facebook accounts, and sometimes establishes a foothold on victim computers as a secondary objective. The group's TTPs overlap extensively with another group, [Rocket Kitten](https://attack.mitre.org/groups/G0059), resulting in reporting that may not distinguish between the two groups' activities. (Citation: ClearSky Charming Kitten Dec 2017)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0058', 'url': 'https://attack.mitre.org/groups/G0058', 'source_name': 'mitre-attack'}, {'description': '(Citation: ClearSky Charming Kitten Dec 2017)', 'source_name': 'Charming Kitten'}, {'url': 'http://www.clearskysec.com/wp-content/uploads/2017/12/Charming_Kitten_2017.pdf', 'description': 'ClearSky Cyber Security. (2017, December). Charming Kitten. Retrieved December 27, 2017.', 'source_name': 'ClearSky Charming Kitten Dec 2017'}]","['Charming Kitten']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063","2017-05-31T21:31:46.390Z","2018-10-17T00:14:20.652Z","G0003","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Cleaver","[Cleaver](https://attack.mitre.org/groups/G0003) is a threat group that has been attributed to Iranian actors and is responsible for activity tracked as Operation Cleaver. (Citation: Cylance Cleaver) Strong circumstantial evidence suggests Cleaver is linked to Threat Group 2889 (TG-2889). (Citation: Dell Threat Group 2889)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0003', 'url': 'https://attack.mitre.org/groups/G0003', 'source_name': 'mitre-attack'}, {'description': '(Citation: Cylance Cleaver)', 'source_name': 'Cleaver'}, {'description': '(Citation: Dell Threat Group 2889)', 'source_name': 'Threat Group 2889'}, {'description': '(Citation: Dell Threat Group 2889)', 'source_name': 'TG-2889'}, {'url': 'https://www.cylance.com/content/dam/cylance/pages/operation-cleaver/Cylance_Operation_Cleaver_Report.pdf', 'description': 'Cylance. (2014, December). Operation Cleaver. Retrieved September 14, 2017.', 'source_name': 'Cylance Cleaver'}, {'url': 'http://www.secureworks.com/cyber-threat-intelligence/threats/suspected-iran-based-hacker-group-creates-network-of-fake-linkedin-profiles/', 'description': 'Dell SecureWorks. (2015, October 7). Suspected Iran-Based Hacker Group Creates Network of Fake LinkedIn Profiles. Retrieved January 14, 2016.', 'source_name': 'Dell Threat Group 2889'}]","['Cleaver', 'Threat Group 2889', 'TG-2889']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","G0080","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Cobalt Group","[Cobalt Group](https://attack.mitre.org/groups/G0080) is a financially motivated threat group that has primarily targeted financial institutions. The group has conducted intrusions to steal money via targeting ATM systems, card processing, payment systems and SWIFT systems. [Cobalt Group](https://attack.mitre.org/groups/G0080) has mainly targeted banks in Eastern Europe, Central Asia, and Southeast Asia. One of the alleged leaders was arrested in Spain in early 2018, but the group still appears to be active. The group has been known to target organizations in order to use their access to then compromise additional victims. (Citation: Talos Cobalt Group July 2018) (Citation: PTSecurity Cobalt Group Aug 2017) (Citation: PTSecurity Cobalt Dec 2016) (Citation: Group IB Cobalt Aug 2017) (Citation: Proofpoint Cobalt June 2017) (Citation: RiskIQ Cobalt Nov 2017) (Citation: RiskIQ Cobalt Jan 2018) Reporting indicates there may be links between [Cobalt Group](https://attack.mitre.org/groups/G0080) and both the malware [Carbanak](S0030) and the group [Carbanak](https://attack.mitre.org/groups/G0008). (Citation: Europol Cobalt Mar 2018)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0080', 'url': 'https://attack.mitre.org/groups/G0080', 'source_name': 'mitre-attack'}, {'description': '(Citation: Talos Cobalt Group July 2018) (Citation: PTSecurity Cobalt Group Aug 2017) (Citation: PTSecurity Cobalt Dec 2016) (Citation: Proofpoint Cobalt June 2017) (Citation: RiskIQ Cobalt Nov 2017) (Citation: RiskIQ Cobalt Jan 2018)', 'source_name': 'Cobalt Group'}, {'description': '(Citation: Talos Cobalt Group July 2018) (Citation: Crowdstrike Global Threat Report Feb 2018)', 'source_name': 'Cobalt Gang'}, {'description': '(Citation: Crowdstrike Global Threat Report Feb 2018)', 'source_name': 'Cobalt Spider'}, {'url': 'https://blog.talosintelligence.com/2018/07/multiple-cobalt-personality-disorder.html', 'description': 'Svajcer, V. (2018, July 31). Multiple Cobalt Personality Disorder. Retrieved September 5, 2018.', 'source_name': 'Talos Cobalt Group July 2018'}, {'url': 'https://www.ptsecurity.com/upload/corporate/ww-en/analytics/Cobalt-2017-eng.pdf', 'description': 'Positive Technologies. (2017, August 16). Cobalt Strikes Back: An Evolving Multinational Threat to Finance. Retrieved September 5, 2018.', 'source_name': 'PTSecurity Cobalt Group Aug 2017'}, {'url': 'https://www.ptsecurity.com/upload/corporate/ww-en/analytics/Cobalt-Snatch-eng.pdf', 'description': 'Positive Technologies. (2016, December 16). Cobalt Snatch. Retrieved October 9, 2018.', 'source_name': 'PTSecurity Cobalt Dec 2016'}, {'url': 'https://www.group-ib.com/blog/cobalt', 'description': 'Matveeva, V. (2017, August 15). Secrets of Cobalt. Retrieved October 10, 2018.', 'source_name': 'Group IB Cobalt Aug 2017'}, {'url': 'https://www.proofpoint.com/us/threat-insight/post/microsoft-word-intruder-integrates-cve-2017-0199-utilized-cobalt-group-target', 'description': 'Mesa, M, et al. (2017, June 1). Microsoft Word Intruder Integrates CVE-2017-0199, Utilized by Cobalt Group to Target Financial Institutions. Retrieved October 10, 2018.', 'source_name': 'Proofpoint Cobalt June 2017'}, {'url': 'https://www.riskiq.com/blog/labs/cobalt-strike/', 'description': 'Klijnsma, Y.. (2017, November 28). Gaffe Reveals Full List of Targets in Spear Phishing Attack Using Cobalt Strike Against Financial Institutions. Retrieved October 10, 2018.', 'source_name': 'RiskIQ Cobalt Nov 2017'}, {'url': 'https://www.riskiq.com/blog/labs/cobalt-group-spear-phishing-russian-banks/', 'description': 'Klijnsma, Y.. (2018, January 16). First Activities of Cobalt Group in 2018: Spear Phishing Russian Banks. Retrieved October 10, 2018.', 'source_name': 'RiskIQ Cobalt Jan 2018'}, {'url': 'https://crowdstrike.lookbookhq.com/global-threat-report-2018-web/cs-2018-global-threat-report', 'description': 'CrowdStrike. (2018, February 26). CrowdStrike 2018 Global Threat Report. Retrieved October 10, 2018.', 'source_name': 'Crowdstrike Global Threat Report Feb 2018'}, {'url': 'https://www.europol.europa.eu/newsroom/news/mastermind-behind-eur-1-billion-cyber-bank-robbery-arrested-in-spain', 'description': 'Europol. (2018, March 26). Mastermind Behind EUR 1 Billion Cyber Bank Robbery Arrested in Spain. Retrieved October 10, 2018.', 'source_name': 'Europol Cobalt Mar 2018'}]","['Cobalt Group', 'Cobalt Gang', 'Cobalt Spider']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a","2018-01-16T16:13:52.465Z","2018-10-17T00:14:20.652Z","G0052","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","CopyKittens","[CopyKittens](https://attack.mitre.org/groups/G0052) is an Iranian cyber espionage group that has been operating since at least 2013. It has targeted countries including Israel, Saudi Arabia, Turkey, the U.S., Jordan, and Germany. The group is responsible for the campaign known as Operation Wilted Tulip. (Citation: ClearSky CopyKittens March 2017) (Citation: ClearSky Wilted Tulip July 2017) (Citation: CopyKittens Nov 2015)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0052', 'url': 'https://attack.mitre.org/groups/G0052', 'source_name': 'mitre-attack'}, {'description': '(Citation: ClearSky CopyKittens March 2017) (Citation: ClearSky Wilted Tulip July 2017) (Citation: CopyKittens Nov 2015)', 'source_name': 'CopyKittens'}, {'url': 'http://www.clearskysec.com/copykitten-jpost/', 'description': 'ClearSky Cyber Security. (2017, March 30). Jerusalem Post and other Israeli websites compromised by Iranian threat agent CopyKitten. Retrieved August 21, 2017.', 'source_name': 'ClearSky CopyKittens March 2017'}, {'url': 'http://www.clearskysec.com/wp-content/uploads/2017/07/Operation_Wilted_Tulip.pdf', 'description': 'ClearSky Cyber Security and Trend Micro. (2017, July). Operation Wilted Tulip: Exposing a cyber espionage apparatus. Retrieved August 21, 2017.', 'source_name': 'ClearSky Wilted Tulip July 2017'}, {'url': 'https://s3-eu-west-1.amazonaws.com/minervaresearchpublic/CopyKittens/CopyKittens.pdf', 'description': 'Minerva Labs LTD and ClearSky Cyber Security. (2015, November 23). CopyKittens Attack Group. Retrieved September 11, 2017.', 'source_name': 'CopyKittens Nov 2015'}]","['CopyKittens']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","G0070","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Dark Caracal","[Dark Caracal](https://attack.mitre.org/groups/G0070) is threat group that has been attributed to the Lebanese General Directorate of General Security (GDGS) and has operated since at least 2012. (Citation: Lookout Dark Caracal Jan 2018)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0070', 'url': 'https://attack.mitre.org/groups/G0070', 'source_name': 'mitre-attack'}, {'description': '(Citation: Lookout Dark Caracal Jan 2018)', 'source_name': 'Dark Caracal'}, {'url': 'https://info.lookout.com/rs/051-ESQ-475/images/Lookout_Dark-Caracal_srr_20180118_us_v.1.0.pdf', 'description': 'Blaich, A., et al. (2018, January 18). Dark Caracal: Cyber-espionage at a Global Scale. Retrieved April 11, 2018.', 'source_name': 'Lookout Dark Caracal Jan 2018'}]","['Dark Caracal']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--6b9ebeb5-20bf-48b0-afb7-988d769a2f01","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","G0079","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","DarkHydrus","[DarkHydrus](https://attack.mitre.org/groups/G0079) is a threat group that has targeted government agencies and educational institutions in the Middle East since at least 2016. The group heavily leverages open-source tools and custom payloads for carrying out attacks. (Citation: Unit 42 DarkHydrus July 2018) (Citation: Unit 42 Playbook Dec 2017)","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","[{'external_id': 'G0079', 'url': 'https://attack.mitre.org/groups/G0079', 'source_name': 'mitre-attack'}, {'description': '(Citation: Unit 42 DarkHydrus July 2018)', 'source_name': 'DarkHydrus'}, {'url': 'https://researchcenter.paloaltonetworks.com/2018/07/unit42-new-threat-actor-group-darkhydrus-targets-middle-east-government/', 'description': 'Falcone, R., et al. (2018, July 27). New Threat Actor Group DarkHydrus Targets Middle East Government. Retrieved August 2, 2018.', 'source_name': 'Unit 42 DarkHydrus July 2018'}, {'url': 'https://pan-unit42.github.io/playbook_viewer/', 'description': 'Unit 42. (2017, December 15). Unit 42 Playbook Viewer. Retrieved December 20, 2017.', 'source_name': 'Unit 42 Playbook Dec 2017'}]","['DarkHydrus']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
