"type","id","created","modified","mitre_attack_id","created_by_ref","object_marking_refs","source_ref","relationship_type","target_ref","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref","x_mitre_version","description","external_references","x_mitre_deprecated"
"relationship","relationship--42ab2855-fe9b-4ed2-bef7-db3a9dcf5a89","2017-05-31T21:33:27.029Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--383caaa3-c46a-4f61-b2e3-653eb132f0e7","mitigates","attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--9a8ca137-d0ec-4861-ad1b-0686bf6ac4c9","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--a98be93b-a75b-4dd4-8a72-4dfd0b5e25bb","mitigates","attack-pattern--51ea26b1-ff1e-4faa-b1a0-1114cd298c87","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--49faeaac-7118-4705-8c29-9ce2a88ae958","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--37a3f3f5-76e6-43fe-b935-f1f494c95725","mitigates","attack-pattern--fe926152-f431-4baf-956c-4ad3cb0bf23b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--bb523d35-52f1-4c61-a8de-b4605ce9e596","2017-05-31T21:33:27.018Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--515f6584-fa98-44fe-a4e8-e428c7188514","mitigates","attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--e432b3bc-5539-40e5-bce2-3ba6f463b571","2017-05-31T21:33:27.026Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--2ace01f8-67c8-43eb-b7b1-a7b9f1fe67e1","mitigates","attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--a5a72971-e4a1-494f-8e12-280ed06fe7b3","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--54e8722d-2faf-4b1b-93b6-6cbf9551669f","mitigates","attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--4aecd118-a823-4859-9245-90155a0bbe11","2017-05-31T21:33:27.023Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--2c3ce852-06a2-40ee-8fe6-086f6402a739","mitigates","attack-pattern--4be89c7c-ace6-4876-9377-c8d54cef3d63","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--d08c3470-db13-4e60-a7e0-807e72318d0d","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--1e614ba5-2fc5-4464-b512-2ceafb14d76d","mitigates","attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--3adf2672-d3d5-47aa-8eea-f223f6227677","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--a3e12b04-8598-4909-8855-2c97c1e7d549","mitigates","attack-pattern--b39d03cb-7b98-41c4-a878-c40c1a913dc0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--126bfb52-654a-4056-be93-37a06f8d6a32","2018-01-16T16:13:52.465Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--54246e2e-683f-4bf2-be4c-d7d5a60e7d22","mitigates","attack-pattern--0dbf5f1b-a560-4d51-ac1b-d70caab3e1f0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--cfe1e092-57a9-4f7e-ba4a-794bfa797de8","2017-12-14T16:46:06.044Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--c47a9b55-8f61-4b82-b833-1db6242c754e","mitigates","attack-pattern--c0a384a4-9a25-40e1-97b6-458388474bc8","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--812b36a3-ed93-4b45-95c3-39a9ac9c36f5","2017-05-31T21:33:27.020Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--fe0aeb41-1a51-4152-8467-628256ea6adf","mitigates","attack-pattern--62dfd1ca-52d5-483c-a84b-d6e80bf94b7b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--c57efd0b-817e-45c2-9f11-e8e7ac11b44c","2017-05-31T21:33:27.020Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--da987565-27b6-4b31-bbcd-74b909847116","mitigates","attack-pattern--99709758-2b96-48f2-a68a-ad7fbd828091","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--4c2b4c0f-0ded-4f0f-ad5a-a95241ba927e","2017-05-31T21:33:27.030Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--94e95eeb-7cdb-4bd7-afba-f32fda303dbb","mitigates","attack-pattern--e7eab98d-ae11-4491-bd28-a53ba875865a","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--140b4bbc-68c6-474a-adae-9b2275471f13","2017-12-14T16:46:06.044Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--8ca6a5e0-aae5-49bc-8d07-f888c7dba9ea","mitigates","attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--f132ff40-9e9d-49b8-a47d-832a21e1e56d","2017-05-31T21:33:27.021Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--e0703d4f-3972-424a-8277-84004817e024","mitigates","attack-pattern--c4ad009b-6e13-4419-8d21-918a1652de02","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--05d3fd1d-6041-4395-906a-e3104a192e1c","2017-05-31T21:33:27.018Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--1c6bc7f3-d517-4971-aed4-8f939090846b","mitigates","attack-pattern--1f47e2fd-fa77-4f2f-88ee-e85df308f125","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--13f5fad8-1b6f-4b65-9803-155f93b5d357","2017-05-31T21:33:27.027Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--7c39ebbf-244e-4d1c-b0ac-b282453ece43","mitigates","attack-pattern--1c338d0f-a65e-4073-a5c1-c06878849f21","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--9691a6a8-12d0-45a7-8217-11d1793234cb","2017-05-31T21:33:27.029Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--f9b3e5d9-7454-4b7d-bce6-27620e19924e","mitigates","attack-pattern--6aabc5ec-eae6-422c-8311-38d45ee9838a","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--1d0bbeb7-5477-4321-81cd-ef66607d7972","2017-05-31T21:33:27.025Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--53b3b027-bed3-480c-9101-1247047d0fe6","mitigates","attack-pattern--51dea151-0898-4a45-967c-3ebee0420484","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--1e91cd45-a725-4965-abe3-700694374432","2017-05-31T21:33:27.018Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--95ddb356-7ba0-4bd9-a889-247262b8946f","mitigates","attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--8bbb18a7-5eab-4832-beac-f52f30b54862","2017-05-31T21:33:27.022Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--f2cb6ce2-188d-4162-8feb-594f949b13dd","mitigates","attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--c0b07b4a-d421-4faa-8564-4cc89668afac","2017-05-31T21:33:27.023Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--bd2554b8-634f-4434-a986-9b49c29da2ae","mitigates","attack-pattern--241814ae-de3f-4656-b49e-f9a80764d4b7","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--143c0761-981a-4668-ab8a-9ba74cb58869","2017-05-31T21:33:27.022Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--43b366a4-b5ff-4d4e-8a3b-f09a9d2faff5","mitigates","attack-pattern--804c042c-cfe6-449e-bc1a-ba0a998a70db","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--fb5e24e6-58f1-4ef0-9094-147319487f15","2017-12-14T16:46:06.044Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--5391ece4-8866-415d-9b5e-8dc5944f612a","mitigates","attack-pattern--45d84c8b-c1e2-474d-a14d-69b5de0a2bc0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--2a0b74b3-cbc3-45fa-aba4-eabdb0cb89b5","2017-05-31T21:33:27.024Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--addb3703-5a59-4461-9bcd-7e2b5d4e92a0","mitigates","attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--68936ca4-6cf3-4b81-b1e8-17c28c2fb9ef","2018-04-18T17:59:24.739Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--dbf0186e-722d-4a0a-af6a-b3460f162f84","mitigates","attack-pattern--2169ba87-1146-4fc7-a118-12b72251db7e","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--b6f00052-49e3-48c5-8f5e-492be4e67acf","2017-05-31T21:33:27.022Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--c1676218-c16a-41c9-8f7a-023779916e39","mitigates","attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--85d0b364-01f8-4ed5-a0dd-a534ccfc7025","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--c7e49501-6021-414f-bfa1-94519d8ec314","mitigates","attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--e81d69cf-62b8-464b-ad5b-9a9e80236801","2017-05-31T21:33:27.030Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--823fbfe9-b015-4bf3-9e67-d340c7373ca0","mitigates","attack-pattern--ff25900d-76d5-449b-a351-8824e62fc81b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--3c3f26b3-d676-4e17-adca-2a8ea4643148","2017-05-31T21:33:27.025Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--d45f03a8-790a-4f90-b956-cd7e5b8886bf","mitigates","attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--a2ee3987-f7c9-41ce-8aca-fae8e8c2ef9a","2017-05-31T21:33:27.022Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","course-of-action--ba2ec548-fb75-4b8c-88d6-d91a77a943cf","mitigates","attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--28b27852-4125-4639-a07b-0b97dfdb650a","2017-05-31T21:33:27.035Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662","uses","attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[APT1](https://attack.mitre.org/groups/G0006) has been known to use credential dumping.","[{'url': 'https://www.fireeye.com/content/dam/fireeye-www/services/pdfs/mandiant-apt1-report.pdf', 'description': 'Mandiant. (n.d.). APT1 Exposing One of China’s Cyber Espionage Units. Retrieved July 18, 2016.', 'source_name': 'Mandiant APT1'}]",""
"relationship","relationship--ea40711b-461d-4629-b1fd-5f020b1f3257","2017-05-31T21:33:27.035Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662","uses","attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","[APT1](https://attack.mitre.org/groups/G0006) has used batch scripting to automate execution of commands.","[{'url': 'https://www.fireeye.com/content/dam/fireeye-www/services/pdfs/mandiant-apt1-report.pdf', 'description': 'Mandiant. (n.d.). APT1 Exposing One of China’s Cyber Espionage Units. Retrieved July 18, 2016.', 'source_name': 'Mandiant APT1'}]",""
"relationship","relationship--7909f5a6-3924-4259-aedd-2e48123f563a","2017-05-31T21:33:27.036Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662","uses","malware--5a84dc36-df0d-4053-9b7c-f0c388a57283","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--44858dc2-c869-42a0-8f67-3ddd9660b538","2017-05-31T21:33:27.037Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662","uses","tool--2fab555f-7664-4623-b4e0-1675ae38190b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
"relationship","relationship--cf467be5-c162-4763-801b-32cb57a514ef","2017-05-31T21:33:27.037Z","2018-10-17T00:14:20.652Z","","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662","uses","tool--4fa49fc0-9162-4bdb-a37e-7aa3dcb6d38b","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","","",""
