"type","id","created","modified","mitre_attack_id","aliases","name","description","external_references","created_by_ref","object_marking_refs","x_mitre_version","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref","x_mitre_contributors","revoked"
"intrusion-set","intrusion-set--7636484c-adc5-45d4-9bfe-c3e062fbc4a0","2018-01-16T16:13:52.465Z","2019-03-22T19:59:49.319Z","G0058","['Charming Kitten']","Charming Kitten","[Charming Kitten](https://attack.mitre.org/groups/G0058) is an Iranian cyber espionage group that has been active since approximately 2014. They appear to focus on targeting individuals of interest to Iran who work in academic research, human rights, and media, with most victims having been located in Iran, the US, Israel, and the UK. [Charming Kitten](https://attack.mitre.org/groups/G0058) usually tries to access private email and Facebook accounts, and sometimes establishes a foothold on victim computers as a secondary objective. The group's TTPs overlap extensively with another group, [Magic Hound](https://attack.mitre.org/groups/G0059), resulting in reporting that may not distinguish between the two groups' activities. (Citation: ClearSky Charming Kitten Dec 2017)","[{'external_id': 'G0058', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0058'}, {'description': '(Citation: ClearSky Charming Kitten Dec 2017)', 'source_name': 'Charming Kitten'}, {'source_name': 'ClearSky Charming Kitten Dec 2017', 'description': 'ClearSky Cyber Security. (2017, December). Charming Kitten. Retrieved December 27, 2017.', 'url': 'http://www.clearskysec.com/wp-content/uploads/2017/12/Charming_Kitten_2017.pdf'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063","2017-05-31T21:31:46.390Z","2019-03-22T20:00:23.747Z","G0003","['Cleaver', 'Threat Group 2889', 'TG-2889']","Cleaver","[Cleaver](https://attack.mitre.org/groups/G0003) is a threat group that has been attributed to Iranian actors and is responsible for activity tracked as Operation Cleaver. (Citation: Cylance Cleaver) Strong circumstantial evidence suggests Cleaver is linked to Threat Group 2889 (TG-2889). (Citation: Dell Threat Group 2889)","[{'external_id': 'G0003', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0003'}, {'description': '(Citation: Cylance Cleaver)', 'source_name': 'Cleaver'}, {'description': '(Citation: Dell Threat Group 2889)', 'source_name': 'Threat Group 2889'}, {'description': '(Citation: Dell Threat Group 2889)', 'source_name': 'TG-2889'}, {'description': 'Cylance. (2014, December). Operation Cleaver. Retrieved September 14, 2017.', 'source_name': 'Cylance Cleaver', 'url': 'https://www.cylance.com/content/dam/cylance/pages/operation-cleaver/Cylance_Operation_Cleaver_Report.pdf'}, {'source_name': 'Dell Threat Group 2889', 'description': 'Dell SecureWorks. (2015, October 7). Suspected Iran-Based Hacker Group Creates Network of Fake LinkedIn Profiles. Retrieved January 14, 2016.', 'url': 'http://www.secureworks.com/cyber-threat-intelligence/threats/suspected-iran-based-hacker-group-creates-network-of-fake-linkedin-profiles/'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a","2018-10-17T00:14:20.652Z","2019-07-26T23:38:32.356Z","G0080","['Cobalt Group', 'Cobalt Gang', 'Cobalt Spider']","Cobalt Group","[Cobalt Group](https://attack.mitre.org/groups/G0080) is a financially motivated threat group that has primarily targeted financial institutions. The group has conducted intrusions to steal money via targeting ATM systems, card processing, payment systems and SWIFT systems. [Cobalt Group](https://attack.mitre.org/groups/G0080) has mainly targeted banks in Eastern Europe, Central Asia, and Southeast Asia. One of the alleged leaders was arrested in Spain in early 2018, but the group still appears to be active. The group has been known to target organizations in order to use their access to then compromise additional victims. (Citation: Talos Cobalt Group July 2018) (Citation: PTSecurity Cobalt Group Aug 2017) (Citation: PTSecurity Cobalt Dec 2016) (Citation: Group IB Cobalt Aug 2017) (Citation: Proofpoint Cobalt June 2017) (Citation: RiskIQ Cobalt Nov 2017) (Citation: RiskIQ Cobalt Jan 2018) Reporting indicates there may be links between [Cobalt Group](https://attack.mitre.org/groups/G0080) and both the malware [Carbanak](S0030) and the group [Carbanak](https://attack.mitre.org/groups/G0008). (Citation: Europol Cobalt Mar 2018)","[{'external_id': 'G0080', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0080'}, {'description': '(Citation: Talos Cobalt Group July 2018) (Citation: PTSecurity Cobalt Group Aug 2017) (Citation: PTSecurity Cobalt Dec 2016) (Citation: Proofpoint Cobalt June 2017) (Citation: RiskIQ Cobalt Nov 2017) (Citation: RiskIQ Cobalt Jan 2018)', 'source_name': 'Cobalt Group'}, {'description': '(Citation: Talos Cobalt Group July 2018) (Citation: Crowdstrike Global Threat Report Feb 2018)(Citation: Morphisec Cobalt Gang Oct 2018)', 'source_name': 'Cobalt Gang'}, {'description': '(Citation: Crowdstrike Global Threat Report Feb 2018)', 'source_name': 'Cobalt Spider'}, {'source_name': 'Talos Cobalt Group July 2018', 'description': 'Svajcer, V. (2018, July 31). Multiple Cobalt Personality Disorder. Retrieved September 5, 2018.', 'url': 'https://blog.talosintelligence.com/2018/07/multiple-cobalt-personality-disorder.html'}, {'source_name': 'PTSecurity Cobalt Group Aug 2017', 'description': 'Positive Technologies. (2017, August 16). Cobalt Strikes Back: An Evolving Multinational Threat to Finance. Retrieved September 5, 2018.', 'url': 'https://www.ptsecurity.com/upload/corporate/ww-en/analytics/Cobalt-2017-eng.pdf'}, {'source_name': 'PTSecurity Cobalt Dec 2016', 'description': 'Positive Technologies. (2016, December 16). Cobalt Snatch. Retrieved October 9, 2018.', 'url': 'https://www.ptsecurity.com/upload/corporate/ww-en/analytics/Cobalt-Snatch-eng.pdf'}, {'source_name': 'Group IB Cobalt Aug 2017', 'description': 'Matveeva, V. (2017, August 15). Secrets of Cobalt. Retrieved October 10, 2018.', 'url': 'https://www.group-ib.com/blog/cobalt'}, {'source_name': 'Proofpoint Cobalt June 2017', 'description': 'Mesa, M, et al. (2017, June 1). Microsoft Word Intruder Integrates CVE-2017-0199, Utilized by Cobalt Group to Target Financial Institutions. Retrieved October 10, 2018.', 'url': 'https://www.proofpoint.com/us/threat-insight/post/microsoft-word-intruder-integrates-cve-2017-0199-utilized-cobalt-group-target'}, {'source_name': 'RiskIQ Cobalt Nov 2017', 'description': 'Klijnsma, Y.. (2017, November 28). Gaffe Reveals Full List of Targets in Spear Phishing Attack Using Cobalt Strike Against Financial Institutions. Retrieved October 10, 2018.', 'url': 'https://www.riskiq.com/blog/labs/cobalt-strike/'}, {'source_name': 'RiskIQ Cobalt Jan 2018', 'description': 'Klijnsma, Y.. (2018, January 16). First Activities of Cobalt Group in 2018: Spear Phishing Russian Banks. Retrieved October 10, 2018.', 'url': 'https://www.riskiq.com/blog/labs/cobalt-group-spear-phishing-russian-banks/'}, {'source_name': 'Europol Cobalt Mar 2018', 'description': 'Europol. (2018, March 26). Mastermind Behind EUR 1 Billion Cyber Bank Robbery Arrested in Spain. Retrieved October 10, 2018.', 'url': 'https://www.europol.europa.eu/newsroom/news/mastermind-behind-eur-1-billion-cyber-bank-robbery-arrested-in-spain'}, {'source_name': 'Crowdstrike Global Threat Report Feb 2018', 'description': 'CrowdStrike. (2018, February 26). CrowdStrike 2018 Global Threat Report. Retrieved October 10, 2018.', 'url': 'https://crowdstrike.lookbookhq.com/global-threat-report-2018-web/cs-2018-global-threat-report'}, {'description': 'Gorelik, M. (2018, October 08). Cobalt Group 2.0. Retrieved November 5, 2018.', 'source_name': 'Morphisec Cobalt Gang Oct 2018', 'url': 'https://blog.morphisec.com/cobalt-gang-2.0'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a","2018-01-16T16:13:52.465Z","2019-10-11T19:32:55.187Z","G0052","['CopyKittens']","CopyKittens","[CopyKittens](https://attack.mitre.org/groups/G0052) is an Iranian cyber espionage group that has been operating since at least 2013. It has targeted countries including Israel, Saudi Arabia, Turkey, the U.S., Jordan, and Germany. The group is responsible for the campaign known as Operation Wilted Tulip. (Citation: ClearSky CopyKittens March 2017) (Citation: ClearSky Wilted Tulip July 2017) (Citation: CopyKittens Nov 2015)","[{'external_id': 'G0052', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0052'}, {'description': '(Citation: ClearSky CopyKittens March 2017) (Citation: ClearSky Wilted Tulip July 2017) (Citation: CopyKittens Nov 2015)', 'source_name': 'CopyKittens'}, {'source_name': 'ClearSky CopyKittens March 2017', 'description': 'ClearSky Cyber Security. (2017, March 30). Jerusalem Post and other Israeli websites compromised by Iranian threat agent CopyKitten. Retrieved August 21, 2017.', 'url': 'http://www.clearskysec.com/copykitten-jpost/'}, {'source_name': 'ClearSky Wilted Tulip July 2017', 'description': 'ClearSky Cyber Security and Trend Micro. (2017, July). Operation Wilted Tulip: Exposing a cyber espionage apparatus. Retrieved August 21, 2017.', 'url': 'http://www.clearskysec.com/wp-content/uploads/2017/07/Operation_Wilted_Tulip.pdf'}, {'source_name': 'CopyKittens Nov 2015', 'description': 'Minerva Labs LTD and ClearSky Cyber Security. (2015, November 23). CopyKittens Attack Group. Retrieved September 11, 2017.', 'url': 'https://s3-eu-west-1.amazonaws.com/minervaresearchpublic/CopyKittens/CopyKittens.pdf'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.2","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12","2018-10-17T00:14:20.652Z","2019-07-16T15:35:20.554Z","G0070","['Dark Caracal']","Dark Caracal","[Dark Caracal](https://attack.mitre.org/groups/G0070) is threat group that has been attributed to the Lebanese General Directorate of General Security (GDGS) and has operated since at least 2012. (Citation: Lookout Dark Caracal Jan 2018)","[{'external_id': 'G0070', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0070'}, {'description': '(Citation: Lookout Dark Caracal Jan 2018)', 'source_name': 'Dark Caracal'}, {'source_name': 'Lookout Dark Caracal Jan 2018', 'description': 'Blaich, A., et al. (2018, January 18). Dark Caracal: Cyber-espionage at a Global Scale. Retrieved April 11, 2018.', 'url': 'https://info.lookout.com/rs/051-ESQ-475/images/Lookout_Dark-Caracal_srr_20180118_us_v.1.0.pdf'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--6b9ebeb5-20bf-48b0-afb7-988d769a2f01","2018-10-17T00:14:20.652Z","2019-10-11T19:34:32.621Z","G0079","['DarkHydrus']","DarkHydrus","[DarkHydrus](https://attack.mitre.org/groups/G0079) is a threat group that has targeted government agencies and educational institutions in the Middle East since at least 2016. The group heavily leverages open-source tools and custom payloads for carrying out attacks. (Citation: Unit 42 DarkHydrus July 2018) (Citation: Unit 42 Playbook Dec 2017)","[{'external_id': 'G0079', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0079'}, {'description': '(Citation: Unit 42 DarkHydrus July 2018)', 'source_name': 'DarkHydrus'}, {'source_name': 'Unit 42 DarkHydrus July 2018', 'description': 'Falcone, R., et al. (2018, July 27). New Threat Actor Group DarkHydrus Targets Middle East Government. Retrieved August 2, 2018.', 'url': 'https://researchcenter.paloaltonetworks.com/2018/07/unit42-new-threat-actor-group-darkhydrus-targets-middle-east-government/'}, {'source_name': 'Unit 42 Playbook Dec 2017', 'description': 'Unit 42. (2017, December 15). Unit 42 Playbook Viewer. Retrieved December 20, 2017.', 'url': 'https://pan-unit42.github.io/playbook_viewer/'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383","2017-05-31T21:31:50.624Z","2019-01-31T18:48:51.556Z","G0012","['Darkhotel']","Darkhotel","[Darkhotel](https://attack.mitre.org/groups/G0012) is a threat group that has been active since at least 2004. The group has conducted activity on hotel and business center Wi‑Fi and physical connections as well as peer-to-peer and file sharing networks. The actors have also conducted spearphishing. (Citation: Kaspersky Darkhotel)","[{'source_name': 'mitre-attack', 'external_id': 'G0012', 'url': 'https://attack.mitre.org/groups/G0012'}, {'description': '(Citation: Kaspersky Darkhotel)', 'source_name': 'Darkhotel'}, {'source_name': 'Kaspersky Darkhotel', 'description': ""Kaspersky Lab's Global Research and Analysis Team. (2014, November). The Darkhotel APT A Story of Unusual Hospitality. Retrieved November 12, 2014."", 'url': 'https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/08070903/darkhotel_kl_07.11.pdf'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064","2017-05-31T21:31:49.412Z","2019-10-11T19:37:54.230Z","G0009","['Deep Panda', 'Shell Crew', 'WebMasters', 'KungFu Kittens', 'PinkPanther', 'Black Vine']","Deep Panda","[Deep Panda](https://attack.mitre.org/groups/G0009) is a suspected Chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (Citation: Alperovitch 2014) The intrusion into healthcare company Anthem has been attributed to [Deep Panda](https://attack.mitre.org/groups/G0009). (Citation: ThreatConnect Anthem) This group is also known as Shell Crew, WebMasters, KungFu Kittens, and PinkPanther. (Citation: RSA Shell Crew) [Deep Panda](https://attack.mitre.org/groups/G0009) also appears to be known as Black Vine based on the attribution of both group names to the Anthem intrusion. (Citation: Symantec Black Vine) Some analysts track [Deep Panda](https://attack.mitre.org/groups/G0009) and [APT19](https://attack.mitre.org/groups/G0073) as the same group, but it is unclear from open source information if the groups are the same. (Citation: ICIT China's Espionage Jul 2016)","[{'source_name': 'mitre-attack', 'external_id': 'G0009', 'url': 'https://attack.mitre.org/groups/G0009'}, {'description': '(Citation: Alperovitch 2014)', 'source_name': 'Deep Panda'}, {'description': '(Citation: RSA Shell Crew)', 'source_name': 'Shell Crew'}, {'description': '(Citation: RSA Shell Crew)', 'source_name': 'WebMasters'}, {'description': '(Citation: RSA Shell Crew)', 'source_name': 'KungFu Kittens'}, {'description': '(Citation: RSA Shell Crew)', 'source_name': 'PinkPanther'}, {'description': '(Citation: Symantec Black Vine)', 'source_name': 'Black Vine'}, {'source_name': 'Alperovitch 2014', 'description': 'Alperovitch, D. (2014, July 7). Deep in Thought: Chinese Targeting of National Security Think Tanks. Retrieved November 12, 2014.', 'url': 'https://blog.crowdstrike.com/deep-thought-chinese-targeting-national-security-think-tanks/'}, {'description': 'ThreatConnect Research Team. (2015, February 27). The Anthem Hack: All Roads Lead to China. Retrieved January 26, 2016.', 'source_name': 'ThreatConnect Anthem', 'url': 'https://www.threatconnect.com/the-anthem-hack-all-roads-lead-to-china/'}, {'description': 'RSA Incident Response. (2014, January). RSA Incident Response Emerging Threat Profile: Shell Crew. Retrieved January 14, 2016.', 'source_name': 'RSA Shell Crew', 'url': 'https://www.emc.com/collateral/white-papers/h12756-wp-shell-crew.pdf'}, {'source_name': 'Symantec Black Vine', 'description': 'DiMaggio, J.. (2015, August 6). The Black Vine cyberespionage group. Retrieved January 26, 2016.', 'url': 'http://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/the-black-vine-cyberespionage-group.pdf'}, {'description': 'Scott, J. and Spaniel, D. (2016, July 28). ICIT Brief - China’s Espionage Dynasty: Economic Death by a Thousand Cuts. Retrieved June 7, 2018.', 'source_name': ""ICIT China's Espionage Jul 2016"", 'url': 'https://web.archive.org/web/20171017072306/https://icitech.org/icit-brief-chinas-espionage-dynasty-economic-death-by-a-thousand-cuts/'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Andrew Smith, @jakx_']",""
"intrusion-set","intrusion-set--f3bdec95-3d62-42d9-a840-29630f6cdc1a","2017-05-31T21:31:53.197Z","2019-03-22T20:10:32.917Z","G0017","['DragonOK']","DragonOK","[DragonOK](https://attack.mitre.org/groups/G0017) is a threat group that has targeted Japanese organizations with phishing emails. Due to overlapping TTPs, including similar custom tools, [DragonOK](https://attack.mitre.org/groups/G0017) is thought to have a direct or indirect relationship with the threat group [Moafee](https://attack.mitre.org/groups/G0002). (Citation: Operation Quantum Entanglement) It is known to use a variety of malware, including Sysget/HelloBridge, PlugX, PoisonIvy, FormerFirstRat, NFlog, and NewCT. (Citation: New DragonOK)","[{'external_id': 'G0017', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0017'}, {'description': '(Citation: Operation Quantum Entanglement) (Citation: New DragonOK)', 'source_name': 'DragonOK'}, {'source_name': 'Operation Quantum Entanglement', 'description': 'Haq, T., Moran, N., Vashisht, S., Scott, M. (2014, September). OPERATION QUANTUM ENTANGLEMENT. Retrieved November 4, 2015.', 'url': 'https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/wp-operation-quantum-entanglement.pdf'}, {'description': 'Miller-Osborn, J., Grunzweig, J.. (2015, April). Unit 42 Identifies New DragonOK Backdoor Malware Deployed Against Japanese Targets. Retrieved November 4, 2015.', 'source_name': 'New DragonOK', 'url': 'http://researchcenter.paloaltonetworks.com/2015/04/unit-42-identifies-new-dragonok-backdoor-malware-deployed-against-japanese-targets/'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1","2017-05-31T21:32:05.217Z","2019-03-22T20:11:04.628Z","G0035","['Dragonfly', 'Energetic Bear']","Dragonfly","[Dragonfly](https://attack.mitre.org/groups/G0035) is a cyber espionage group that has been active since at least 2011. They initially targeted defense and aviation companies but shifted to focus on the energy sector in early 2013. They have also targeted companies related to industrial control systems. (Citation: Symantec Dragonfly)

A similar group emerged in 2015 and was identified by Symantec as [Dragonfly 2.0](https://attack.mitre.org/groups/G0074). There is debate over the extent of the overlap between [Dragonfly](https://attack.mitre.org/groups/G0035) and [Dragonfly 2.0](https://attack.mitre.org/groups/G0074), but there is sufficient evidence to lead to these being tracked as two separate groups. (Citation: Symantec Dragonfly Sept 2017) (Citation: Fortune Dragonfly 2.0 Sept 2017)","[{'external_id': 'G0035', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0035'}, {'description': '(Citation: Symantec Dragonfly)', 'source_name': 'Dragonfly'}, {'description': '(Citation: Symantec Dragonfly)', 'source_name': 'Energetic Bear'}, {'source_name': 'Symantec Dragonfly', 'description': 'Symantec Security Response. (2014, July 7). Dragonfly: Cyberespionage Attacks Against Energy Suppliers. Retrieved April 8, 2016.', 'url': 'http://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/Dragonfly_Threat_Against_Western_Energy_Suppliers.pdf'}, {'description': 'Symantec Security Response. (2017, September 6). Dragonfly: Western energy sector targeted by sophisticated attack group. Retrieved September 9, 2017.', 'source_name': 'Symantec Dragonfly Sept 2017', 'url': 'https://www.symantec.com/connect/blogs/dragonfly-western-energy-sector-targeted-sophisticated-attack-group'}, {'description': 'Hackett, R. (2017, September 6). Hackers Have Penetrated Energy Grid, Symantec Warns. Retrieved June 6, 2018.', 'source_name': 'Fortune Dragonfly 2.0 Sept 2017', 'url': 'http://fortune.com/2017/09/06/hack-energy-grid-symantec/'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--76d59913-1d24-4992-a8ac-05a3eb093f71","2018-10-17T00:14:20.652Z","2019-03-22T20:13:49.069Z","G0074","['Dragonfly 2.0', 'Berserk Bear']","Dragonfly 2.0","[Dragonfly 2.0](https://attack.mitre.org/groups/G0074) is a suspected Russian group that has targeted government entities and multiple U.S. critical infrastructure sectors since at least March 2016. (Citation: US-CERT TA18-074A) (Citation: Symantec Dragonfly Sept 2017) There is debate over the extent of overlap between [Dragonfly 2.0](https://attack.mitre.org/groups/G0074) and [Dragonfly](https://attack.mitre.org/groups/G0035), but there is sufficient evidence to lead to these being tracked as two separate groups. (Citation: Fortune Dragonfly 2.0 Sept 2017)","[{'external_id': 'G0074', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0074'}, {'description': '(Citation: US-CERT TA18-074A) (Citation: Symantec Dragonfly Sept 2017) (Citation: Fortune Dragonfly 2.0 Sept 2017)', 'source_name': 'Dragonfly 2.0'}, {'description': '(Citation: Fortune Dragonfly 2.0 Sept 2017)', 'source_name': 'Berserk Bear'}, {'description': 'US-CERT. (2018, March 16). Alert (TA18-074A): Russian Government Cyber Activity Targeting Energy and Other Critical Infrastructure Sectors. Retrieved June 6, 2018.', 'source_name': 'US-CERT TA18-074A', 'url': 'https://www.us-cert.gov/ncas/alerts/TA18-074A'}, {'description': 'Symantec Security Response. (2017, September 6). Dragonfly: Western energy sector targeted by sophisticated attack group. Retrieved September 9, 2017.', 'source_name': 'Symantec Dragonfly Sept 2017', 'url': 'https://www.symantec.com/connect/blogs/dragonfly-western-energy-sector-targeted-sophisticated-attack-group'}, {'description': 'Hackett, R. (2017, September 6). Hackers Have Penetrated Energy Grid, Symantec Warns. Retrieved June 6, 2018.', 'source_name': 'Fortune Dragonfly 2.0 Sept 2017', 'url': 'http://fortune.com/2017/09/06/hack-energy-grid-symantec/'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--ae41895a-243f-4a65-b99b-d85022326c31","2017-05-31T21:32:03.306Z","2019-03-22T20:14:29.575Z","G0031","['Dust Storm']","Dust Storm","[Dust Storm](https://attack.mitre.org/groups/G0031) is a threat group that has targeted multiple industries in Japan, South Korea, the United States, Europe, and several Southeast Asian countries. (Citation: Cylance Dust Storm)","[{'external_id': 'G0031', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0031'}, {'description': '(Citation: Cylance Dust Storm)', 'source_name': 'Dust Storm'}, {'source_name': 'Cylance Dust Storm', 'description': 'Gross, J. (2016, February 23). Operation Dust Storm. Retrieved September 19, 2017.', 'url': 'https://www.cylance.com/content/dam/cylance/pdfs/reports/Op_Dust_Storm_Report.pdf'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
"intrusion-set","intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484","2018-04-18T17:59:24.739Z","2019-03-22T20:15:19.117Z","G0066","['Elderwood', 'Elderwood Gang', 'Beijing Group', 'Sneaky Panda']","Elderwood","[Elderwood](https://attack.mitre.org/groups/G0066) is a suspected Chinese cyber espionage group that was reportedly responsible for the 2009 Google intrusion known as Operation Aurora. (Citation: Security Affairs Elderwood Sept 2012) The group has targeted defense organizations, supply chain manufacturers, human rights and nongovernmental organizations (NGOs), and IT service providers. (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012)","[{'external_id': 'G0066', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0066'}, {'description': '(Citation: Security Affairs Elderwood Sept 2012) (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012)', 'source_name': 'Elderwood'}, {'description': '(Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012)', 'source_name': 'Elderwood Gang'}, {'description': '(Citation: CSM Elderwood Sept 2012)', 'source_name': 'Beijing Group'}, {'description': '(Citation: CSM Elderwood Sept 2012)', 'source_name': 'Sneaky Panda'}, {'source_name': 'Security Affairs Elderwood Sept 2012', 'description': 'Paganini, P. (2012, September 9). Elderwood project, who is behind Op. Aurora and ongoing attacks?. Retrieved February 13, 2018.', 'url': 'http://securityaffairs.co/wordpress/8528/hacking/elderwood-project-who-is-behind-op-aurora-and-ongoing-attacks.html'}, {'description': ""O'Gorman, G., and McDonald, G.. (2012, September 6). The Elderwood Project. Retrieved February 15, 2018."", 'source_name': 'Symantec Elderwood Sept 2012', 'url': 'http://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/the-elderwood-project.pdf'}, {'source_name': 'CSM Elderwood Sept 2012', 'description': ""Clayton, M.. (2012, September 14). Stealing US business secrets: Experts ID two huge cyber 'gangs' in China. Retrieved February 15, 2018."", 'url': 'https://www.csmonitor.com/USA/2012/0914/Stealing-US-business-secrets-Experts-ID-two-huge-cyber-gangs-in-China'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.0","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Valerii Marchuk, Cybersecurity Help s.r.o.']",""
"intrusion-set","intrusion-set--96e239be-ad99-49eb-b127-3007b8c1bec9","2017-05-31T21:31:54.697Z","2019-01-31T18:38:24.164Z","G0020","['Equation']","Equation","[Equation](https://attack.mitre.org/groups/G0020) is a sophisticated threat group that employs multiple remote access tools. The group is known to use zero-day exploits and has developed the capability to overwrite the firmware of hard disk drives. (Citation: Kaspersky Equation QA)","[{'external_id': 'G0020', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/groups/G0020'}, {'description': '(Citation: Kaspersky Equation QA)', 'source_name': 'Equation'}, {'description': ""Kaspersky Lab's Global Research and Analysis Team. (2015, February). Equation Group: Questions and Answers. Retrieved December 21, 2015."", 'source_name': 'Kaspersky Equation QA', 'url': 'https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/08064459/Equation_group_questions_and_answers.pdf'}]","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","1.1","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","",""
