"type","id","created","modified","mitre_attack_id","name","external_references","revoked","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_version","object_marking_refs","created_by_ref","description","kill_chain_phases","x_mitre_is_subtechnique","x_mitre_permissions_required","x_mitre_detection","x_mitre_data_sources","x_mitre_platforms","x_mitre_modified_by_ref","x_mitre_defense_bypassed","x_mitre_contributors","x_mitre_effective_permissions","x_mitre_impact_type","x_mitre_system_requirements","x_mitre_network_requirements","x_mitre_remote_support","x_mitre_deprecated"
"attack-pattern","attack-pattern--0c8ab3eb-df48-4b9c-ace7-beacaac81cc5","2017-05-31T21:30:20.934Z","2020-01-30T22:27:39.932Z","T1006","Direct Volume Access","[{'source_name': 'mitre-attack', 'external_id': 'T1006', 'url': 'https://attack.mitre.org/techniques/T1006'}, {'url': 'http://www.codeproject.com/Articles/32169/FDump-Dumping-File-Sectors-Directly-from-Disk-usin', 'description': 'Hakobyan, A. (2009, January 8). FDump - Dumping File Sectors Directly from Disk using Logical Offsets. Retrieved November 12, 2014.', 'source_name': 'Hakobyan 2009'}, {'url': 'https://github.com/PowerShellMafia/PowerSploit/blob/master/Exfiltration/Invoke-NinjaCopy.ps1', 'description': 'Bialek, J. (2015, December 16). Invoke-NinjaCopy.ps1. Retrieved June 2, 2016.', 'source_name': 'Github PowerSploit Ninjacopy'}]","","2.1","2.1.0","['enterprise-attack']","2.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may directly access a volume to bypass file access controls and file system monitoring. Windows allows programs to have direct access to logical volumes. Programs with direct access may read and write files directly from the drive by analyzing file system data structures. This technique bypasses Windows file access controls as well as file system monitoring tools. (Citation: Hakobyan 2009)

Utilities, such as NinjaCopy, exist to perform these actions in PowerShell. (Citation: Github PowerSploit Ninjacopy)","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}]","False","['Administrator']","Monitor handle opens on drive volumes that are made by processes to determine when they may directly access logical drives. (Citation: Github PowerSploit Ninjacopy)

Monitor processes and command-line arguments for actions that could be taken to copy files from the logical drive and evade common file system protections. Since this technique may also be used through [PowerShell](https://attack.mitre.org/techniques/T1086), additional logging of PowerShell scripts is recommended.","['API monitoring']","['Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['File monitoring', 'File system access controls']","","","","","","",""
"attack-pattern","attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a","2020-02-21T20:46:36.688Z","2020-03-29T22:02:33.870Z","T1562.002","Disable Windows Event Logging","[{'source_name': 'mitre-attack', 'external_id': 'T1562.002', 'url': 'https://attack.mitre.org/techniques/T1562/002'}, {'source_name': 'Windows Log Events', 'url': 'https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/', 'description': 'Franklin Smith. (n.d.). Windows Security Log Events. Retrieved February 21, 2020.'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may disable Windows event logging to limit data that can be leveraged for detections and audits. Windows event logs record user and system activity such as login attempts, process creation, and much more.(Citation: Windows Log Events) This data is used by security tools and analysts to generate detections.

Adversaries may targeting system-wide logging or just that of a particular application. By disabling Windows event logging, adversaries can operate while leaving less evidence of a compromise behind.","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}]","True","['Administrator']","Monitor processes and command-line arguments for commands that can be used to disable logging. Lack of event logs may be suspicious.","['Process monitoring', 'Windows event logs', 'Process command-line parameters']","['Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Log analysis']","","","","","","",""
"attack-pattern","attack-pattern--77532a55-c283-4cd2-bc5d-2d0b65e9d88c","2020-06-24T16:55:46.243Z","2020-07-07T13:49:05.345Z","T1562.007","Disable or Modify Cloud Firewall","[{'source_name': 'mitre-attack', 'external_id': 'T1562.007', 'url': 'https://attack.mitre.org/techniques/T1562/007'}, {'source_name': 'Expel IO Evil in AWS', 'url': 'https://expel.io/blog/finding-evil-in-aws/', 'description': 'Anthony Randazzo, Britton Manahan and Sam Lipton. (2020, April 28). Finding Evil in AWS. Retrieved June 25, 2020.'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may disable or modify a firewall within a cloud environment to bypass controls that limit access to cloud resources. Cloud firewalls are separate from system firewalls that are described in [Disable or Modify System Firewall](T1562.004). 

Cloud environments typically utilize restrictive security groups and firewall rules that only allow network activity from trusted IP addresses via expected ports and protocols. An adversary may introduce new firewall rules or policies to allow access into a victim cloud environment. For example, an adversary may use a script or utility that creates new ingress rules in existing security groups to allow any TCP/IP connectivity.(Citation: Expel IO Evil in AWS)

Modifying or disabling a cloud firewall may enable adversary C2 communications, lateral movement, and/or data exfiltration that would otherwise not be allowed.","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}]","True","['User']","Monitor cloud logs for modification or creation of new security groups or firewall rules.","['Stackdriver logs', 'GCP audit logs', 'Azure activity logs', 'AWS CloudTrail logs']","['AWS', 'GCP', 'Azure']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","['Expel']","","","","","",""
"attack-pattern","attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b","2020-02-21T21:00:48.814Z","2020-03-29T22:18:11.166Z","T1562.004","Disable or Modify System Firewall","[{'source_name': 'mitre-attack', 'external_id': 'T1562.004', 'url': 'https://attack.mitre.org/techniques/T1562/004'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may disable or modify system firewalls in order to bypass controls limiting network usage. Changes could be disabling the entire mechanism as well as adding, deleting, or modifying particular rules. This can be done numerous ways depending on the operating system, including via command-line, editing Windows Registry keys, and Windows Control Panel.

Modifying or disabling a system firewall may enable adversary C2 communications, lateral movement, and/or data exfiltration that would otherwise not be allowed. ","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}]","True","","Monitor processes and command-line arguments to see if firewalls are disabled or modified. Monitor Registry edits to keys that manage firewalls.","['File monitoring', 'Process command-line parameters', 'Windows Registry']","['Linux', 'macOS', 'Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Firewall']","","","","","","",""
"attack-pattern","attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579","2020-02-21T20:32:20.810Z","2020-03-29T21:52:43.151Z","T1562.001","Disable or Modify Tools","[{'source_name': 'mitre-attack', 'external_id': 'T1562.001', 'url': 'https://attack.mitre.org/techniques/T1562/001'}, {'external_id': 'CAPEC-578', 'source_name': 'capec', 'url': 'https://capec.mitre.org/data/definitions/578.html'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may disable security tools to avoid possible detection of their tools and activities. This can take the form of killing security software or event logging processes, deleting Registry keys so that tools do not start at run time, or other methods to interfere with security tools scanning or reporting information.","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'defense-evasion'}]","True","['User', 'Administrator']","Monitor processes and command-line arguments to see if security tools are killed or stop running. Monitor Registry edits for modifications to services and startup programs that correspond to security tools. Lack of log events may be suspicious.","['Process command-line parameters', 'Windows Registry', 'Services', 'File monitoring']","['Windows', 'macOS', 'Linux']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","['Anti-virus', 'Log analysis', 'Signature-based detection', 'Host intrusion prevention systems', 'File monitoring']","","","","","","",""
"attack-pattern","attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044","2017-05-31T21:31:07.958Z","2020-02-21T20:35:48.979Z","T1089","Disabling Security Tools","[{'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1089', 'external_id': 'T1089'}, {'external_id': 'CAPEC-578', 'source_name': 'capec', 'url': 'https://capec.mitre.org/data/definitions/578.html'}]","True","2.1","2.1.0","['enterprise-attack']","1.0","","","","","","","","","","","","","","","","","",""
"attack-pattern","attack-pattern--b82f7d37-b826-4ec9-9391-8e121c78aed7","2019-03-29T14:59:50.763Z","2020-02-20T22:07:27.495Z","T1488","Disk Content Wipe","[{'source_name': 'mitre-attack', 'external_id': 'T1488', 'url': 'https://attack.mitre.org/techniques/T1488'}, {'source_name': 'Novetta Blockbuster', 'description': 'Novetta Threat Research Group. (2016, February 24). Operation Blockbuster: Unraveling the Long Thread of the Sony Attack. Retrieved February 25, 2016.', 'url': 'https://www.operationblockbuster.com/wp-content/uploads/2016/02/Operation-Blockbuster-Report.pdf'}, {'source_name': 'Novetta Blockbuster Destructive Malware', 'description': 'Novetta Threat Research Group. (2016, February 24). Operation Blockbuster: Destructive Malware Report. Retrieved March 2, 2016.', 'url': 'https://operationblockbuster.com/wp-content/uploads/2016/02/Operation-Blockbuster-Destructive-Malware-Report.pdf'}, {'source_name': 'DOJ Lazarus Sony 2018', 'url': 'https://www.justice.gov/opa/press-release/file/1092091/download', 'description': 'Department of Justice. (2018, September 6). Criminal Complaint - United States of America v. PARK JIN HYOK. Retrieved March 29, 2019.'}]","True","2.1","2.1.0","['enterprise-attack']","1.0","","","","","","","","","","","","","","","","","",""
"attack-pattern","attack-pattern--fb640c43-aa6b-431e-a961-a279010424ac","2020-02-20T22:06:41.739Z","2020-03-28T22:53:20.162Z","T1561.001","Disk Content Wipe","[{'source_name': 'mitre-attack', 'external_id': 'T1561.001', 'url': 'https://attack.mitre.org/techniques/T1561/001'}, {'source_name': 'Novetta Blockbuster', 'description': 'Novetta Threat Research Group. (2016, February 24). Operation Blockbuster: Unraveling the Long Thread of the Sony Attack. Retrieved February 25, 2016.', 'url': 'https://www.operationblockbuster.com/wp-content/uploads/2016/02/Operation-Blockbuster-Report.pdf'}, {'source_name': 'Novetta Blockbuster Destructive Malware', 'description': 'Novetta Threat Research Group. (2016, February 24). Operation Blockbuster: Destructive Malware Report. Retrieved March 2, 2016.', 'url': 'https://operationblockbuster.com/wp-content/uploads/2016/02/Operation-Blockbuster-Destructive-Malware-Report.pdf'}, {'source_name': 'DOJ Lazarus Sony 2018', 'url': 'https://www.justice.gov/opa/press-release/file/1092091/download', 'description': 'Department of Justice. (2018, September 6). Criminal Complaint - United States of America v. PARK JIN HYOK. Retrieved March 29, 2019.'}, {'url': 'https://docs.microsoft.com/sysinternals/downloads/sysmon', 'description': 'Russinovich, M. & Garnier, T. (2017, May 22). Sysmon v6.20. Retrieved December 13, 2017.', 'source_name': 'Microsoft Sysmon v6 May 2017'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may erase the contents of storage devices on specific systems or in large numbers in a network to interrupt availability to system and network resources.

Adversaries may partially or completely overwrite the contents of a storage device rendering the data irrecoverable through the storage interface.(Citation: Novetta Blockbuster)(Citation: Novetta Blockbuster Destructive Malware)(Citation: DOJ Lazarus Sony 2018) Instead of wiping specific disk structures or files, adversaries with destructive intent may wipe arbitrary portions of disk content. To wipe disk content, adversaries may acquire direct access to the hard drive in order to overwrite arbitrarily sized portions of disk with random data.(Citation: Novetta Blockbuster Destructive Malware) Adversaries have been observed leveraging third-party drivers like [RawDisk](S0364) to directly access disk content.(Citation: Novetta Blockbuster)(Citation: Novetta Blockbuster Destructive Malware) This behavior is distinct from [Data Destruction](T1485) because sections of the disk are erased instead of individual files.

To maximize impact on the target organization in operations where network-wide availability interruption is the goal, malware used for wiping disk content may have worm-like features to propagate across a network by leveraging additional techniques like [Valid Accounts](T1078), [OS Credential Dumping](T1003), and [SMB/Windows Admin Shares](T1021.002).(Citation: Novetta Blockbuster Destructive Malware)","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'impact'}]","True","['SYSTEM', 'root', 'Administrator', 'User']","Look for attempts to read/write to sensitive locations like the partition boot sector or BIOS parameter block/superblock. Monitor for direct access read/write attempts using the <code>\\\\.\\</code> notation.(Citation: Microsoft Sysmon v6 May 2017) Monitor for unusual kernel driver installation activity.","['Kernel drivers', 'Process monitoring', 'Process command-line parameters']","['Linux', 'macOS', 'Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","['Availability']","","","",""
"attack-pattern","attack-pattern--2e114e45-2c50-404c-804a-3af9564d240e","2019-03-19T19:38:27.097Z","2020-02-20T22:11:00.106Z","T1487","Disk Structure Wipe","[{'source_name': 'mitre-attack', 'external_id': 'T1487', 'url': 'https://attack.mitre.org/techniques/T1487'}, {'source_name': 'Symantec Shamoon 2012', 'url': 'https://www.symantec.com/connect/blogs/shamoon-attacks', 'description': 'Symantec. (2012, August 16). The Shamoon Attacks. Retrieved March 14, 2019.'}, {'url': 'https://www.fireeye.com/blog/threat-research/2016/11/fireeye_respondsto.html', 'description': 'FireEye. (2016, November 30). FireEye Responds to Wave of Destructive Cyber Attacks in Gulf Region. Retrieved January 11, 2017.', 'source_name': 'FireEye Shamoon Nov 2016'}, {'url': 'http://researchcenter.paloaltonetworks.com/2016/11/unit42-shamoon-2-return-disttrack-wiper/', 'description': 'Falcone, R.. (2016, November 30). Shamoon 2: Return of the Disttrack Wiper. Retrieved January 11, 2017.', 'source_name': 'Palo Alto Shamoon Nov 2016'}, {'source_name': 'Kaspersky StoneDrill 2017', 'url': 'https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07180722/Report_Shamoon_StoneDrill_final.pdf', 'description': 'Kaspersky Lab. (2017, March 7). From Shamoon to StoneDrill: Wipers attacking Saudi organizations and beyond. Retrieved March 14, 2019.'}, {'source_name': 'Unit 42 Shamoon3 2018', 'url': 'https://unit42.paloaltonetworks.com/shamoon-3-targets-oil-gas-organization/', 'description': 'Falcone, R. (2018, December 13). Shamoon 3 Targets Oil and Gas Organization. Retrieved March 14, 2019.'}]","True","2.1","2.1.0","['enterprise-attack']","1.0","","","","","","","","","","","","","","","","","",""
"attack-pattern","attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9","2020-02-20T22:10:20.484Z","2020-03-28T23:00:00.367Z","T1561.002","Disk Structure Wipe","[{'source_name': 'mitre-attack', 'external_id': 'T1561.002', 'url': 'https://attack.mitre.org/techniques/T1561/002'}, {'source_name': 'Symantec Shamoon 2012', 'url': 'https://www.symantec.com/connect/blogs/shamoon-attacks', 'description': 'Symantec. (2012, August 16). The Shamoon Attacks. Retrieved March 14, 2019.'}, {'url': 'https://www.fireeye.com/blog/threat-research/2016/11/fireeye_respondsto.html', 'description': 'FireEye. (2016, November 30). FireEye Responds to Wave of Destructive Cyber Attacks in Gulf Region. Retrieved January 11, 2017.', 'source_name': 'FireEye Shamoon Nov 2016'}, {'url': 'http://researchcenter.paloaltonetworks.com/2016/11/unit42-shamoon-2-return-disttrack-wiper/', 'description': 'Falcone, R.. (2016, November 30). Shamoon 2: Return of the Disttrack Wiper. Retrieved January 11, 2017.', 'source_name': 'Palo Alto Shamoon Nov 2016'}, {'source_name': 'Kaspersky StoneDrill 2017', 'url': 'https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07180722/Report_Shamoon_StoneDrill_final.pdf', 'description': 'Kaspersky Lab. (2017, March 7). From Shamoon to StoneDrill: Wipers attacking Saudi organizations and beyond. Retrieved March 14, 2019.'}, {'source_name': 'Unit 42 Shamoon3 2018', 'url': 'https://unit42.paloaltonetworks.com/shamoon-3-targets-oil-gas-organization/', 'description': 'Falcone, R. (2018, December 13). Shamoon 3 Targets Oil and Gas Organization. Retrieved March 14, 2019.'}, {'url': 'https://docs.microsoft.com/sysinternals/downloads/sysmon', 'description': 'Russinovich, M. & Garnier, T. (2017, May 22). Sysmon v6.20. Retrieved December 13, 2017.', 'source_name': 'Microsoft Sysmon v6 May 2017'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may corrupt or wipe the disk data structures on a hard drive necessary to boot a system; targeting specific critical systems or in large numbers in a network to interrupt availability to system and network resources. 

Adversaries may attempt to render the system unable to boot by overwriting critical data located in structures such as the master boot record (MBR) or partition table.(Citation: Symantec Shamoon 2012)(Citation: FireEye Shamoon Nov 2016)(Citation: Palo Alto Shamoon Nov 2016)(Citation: Kaspersky StoneDrill 2017)(Citation: Unit 42 Shamoon3 2018) The data contained in disk structures may include the initial executable code for loading an operating system or the location of the file system partitions on disk. If this information is not present, the computer will not be able to load an operating system during the boot process, leaving the computer unavailable. [Disk Structure Wipe](T1561.002) may be performed in isolation, or along with [Disk Content Wipe](T1561.001) if all sectors of a disk are wiped.

To maximize impact on the target organization, malware designed for destroying disk structures may have worm-like features to propagate across a network by leveraging other techniques like [Valid Accounts](T1078), [OS Credential Dumping](T1003), and [SMB/Windows Admin Shares](T1021.002).(Citation: Symantec Shamoon 2012)(Citation: FireEye Shamoon Nov 2016)(Citation: Palo Alto Shamoon Nov 2016)(Citation: Kaspersky StoneDrill 2017)","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'impact'}]","True","['User', 'Administrator', 'root', 'SYSTEM']","Look for attempts to read/write to sensitive locations like the master boot record and the disk partition table. Monitor for direct access read/write attempts using the <code>\\\\.\\</code> notation.(Citation: Microsoft Sysmon v6 May 2017) Monitor for unusual kernel driver installation activity.","['Kernel drivers', 'Process monitoring', 'Process command-line parameters']","['Linux', 'macOS', 'Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","['Availability']","","","",""
"attack-pattern","attack-pattern--1988cc35-ced8-4dad-b2d1-7628488fa967","2020-02-20T22:02:20.372Z","2020-03-28T23:00:00.599Z","T1561","Disk Wipe","[{'source_name': 'mitre-attack', 'external_id': 'T1561', 'url': 'https://attack.mitre.org/techniques/T1561'}, {'source_name': 'Novetta Blockbuster Destructive Malware', 'description': 'Novetta Threat Research Group. (2016, February 24). Operation Blockbuster: Destructive Malware Report. Retrieved March 2, 2016.', 'url': 'https://operationblockbuster.com/wp-content/uploads/2016/02/Operation-Blockbuster-Destructive-Malware-Report.pdf'}, {'url': 'https://docs.microsoft.com/sysinternals/downloads/sysmon', 'description': 'Russinovich, M. & Garnier, T. (2017, May 22). Sysmon v6.20. Retrieved December 13, 2017.', 'source_name': 'Microsoft Sysmon v6 May 2017'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may wipe or corrupt raw disk data on specific systems or in large numbers in a network to interrupt availability to system and network resources. With direct write access to a disk, adversaries may attempt to overwrite portions of disk data. Adversaries may opt to wipe arbitrary portions of disk data and/or wipe disk structures like the master boot record (MBR). A complete wipe of all disk sectors may be attempted.

To maximize impact on the target organization in operations where network-wide availability interruption is the goal, malware used for wiping disks may have worm-like features to propagate across a network by leveraging additional techniques like [Valid Accounts](T1078), [OS Credential Dumping](T1003), and [SMB/Windows Admin Shares](T1021.002).(Citation: Novetta Blockbuster Destructive Malware)","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'impact'}]","False","['User', 'root', 'SYSTEM', 'Administrator']","Look for attempts to read/write to sensitive locations like the partition boot sector, master boot record, disk partition table, or BIOS parameter block/superblock. Monitor for direct access read/write attempts using the <code>\\\\.\\</code> notation.(Citation: Microsoft Sysmon v6 May 2017) Monitor for unusual kernel driver installation activity.","['Kernel drivers', 'Process monitoring', 'Process command-line parameters']","['Linux', 'macOS', 'Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","['Availability']","","","",""
"attack-pattern","attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd","2020-02-11T18:26:36.444Z","2020-03-23T20:21:03.684Z","T1021.003","Distributed Component Object Model","[{'source_name': 'mitre-attack', 'external_id': 'T1021.003', 'url': 'https://attack.mitre.org/techniques/T1021/003'}, {'source_name': 'Fireeye Hunting COM June 2019', 'url': 'https://www.fireeye.com/blog/threat-research/2019/06/hunting-com-objects.html', 'description': 'Hamilton, C. (2019, June 4). Hunting COM Objects. Retrieved June 10, 2019.'}, {'url': 'https://msdn.microsoft.com/library/windows/desktop/ms680573.aspx', 'description': 'Microsoft. (n.d.). Component Object Model (COM). Retrieved November 22, 2017.', 'source_name': 'Microsoft COM'}, {'url': 'https://msdn.microsoft.com/en-us/library/windows/desktop/ms687317(v=vs.85).aspx', 'description': 'Microsoft. (n.d.). Setting Process-Wide Security Through the Registry. Retrieved November 21, 2017.', 'source_name': 'Microsoft Process Wide Com Keys'}, {'url': 'https://docs.microsoft.com/en-us/windows/desktop/com/dcom-security-enhancements-in-windows-xp-service-pack-2-and-windows-server-2003-service-pack-1', 'description': 'Microsoft. (n.d.). DCOM Security Enhancements in Windows XP Service Pack 2 and Windows Server 2003 Service Pack 1. Retrieved November 22, 2017.', 'source_name': 'Microsoft COM ACL'}, {'url': 'https://enigma0x3.net/2017/11/16/lateral-movement-using-outlooks-createobject-method-and-dotnettojscript/', 'description': ""Nelson, M. (2017, November 16). Lateral Movement using Outlook's CreateObject Method and DotNetToJScript. Retrieved November 21, 2017."", 'source_name': 'Enigma Outlook DCOM Lateral Movement Nov 2017'}, {'url': 'https://enigma0x3.net/2017/01/05/lateral-movement-using-the-mmc20-application-com-object/', 'description': 'Nelson, M. (2017, January 5). Lateral Movement using the MMC20 Application COM Object. Retrieved November 21, 2017.', 'source_name': 'Enigma MMC20 COM Jan 2017'}, {'url': 'https://enigma0x3.net/2017/01/23/lateral-movement-via-dcom-round-2/', 'description': 'Nelson, M. (2017, January 23). Lateral Movement via DCOM: Round 2. Retrieved November 21, 2017.', 'source_name': 'Enigma DCOM Lateral Movement Jan 2017'}, {'url': 'https://enigma0x3.net/2017/09/11/lateral-movement-using-excel-application-and-dcom/', 'description': 'Nelson, M. (2017, September 11). Lateral Movement using Excel.Application and DCOM. Retrieved November 21, 2017.', 'source_name': 'Enigma Excel DCOM Sept 2017'}, {'url': 'https://www.cybereason.com/blog/leveraging-excel-dde-for-lateral-movement-via-dcom', 'description': 'Tsukerman, P. (2017, November 8). Leveraging Excel DDE for lateral movement via DCOM. Retrieved November 21, 2017.', 'source_name': 'Cyberreason DCOM DDE Lateral Movement Nov 2017'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may use [Valid Accounts](T1078) to interact with remote machines by taking advantage of Distributed Component Object Model (DCOM). The adversary may then perform actions as the logged-on user.

The Windows Component Object Model (COM) is a component of the native Windows application programming interface (API) that enables interaction between software objects, or executable code that implements one or more interfaces. Through COM, a client object can call methods of server objects, which are typically Dynamic Link Libraries (DLL) or executables (EXE). Distributed COM (DCOM) is transparent middleware that extends the functionality of COM beyond a local computer using remote procedure call (RPC) technology.(Citation: Fireeye Hunting COM June 2019)(Citation: Microsoft COM)

Permissions to interact with local and remote server COM objects are specified by access control lists (ACL) in the Registry.(Citation: Microsoft Process Wide Com Keys) By default, only Administrators may remotely activate and launch COM objects through DCOM.(Citation: Microsoft COM ACL)

Through DCOM, adversaries operating in the context of an appropriately privileged user can remotely obtain arbitrary and even direct shellcode execution through Office applications(Citation: Enigma Outlook DCOM Lateral Movement Nov 2017) as well as other Windows objects that contain insecure methods.(Citation: Enigma MMC20 COM Jan 2017)(Citation: Enigma DCOM Lateral Movement Jan 2017) DCOM can also execute macros in existing documents(Citation: Enigma Excel DCOM Sept 2017) and may also invoke Dynamic Data Exchange (DDE) execution directly through a COM created instance of a Microsoft Office application(Citation: Cyberreason DCOM DDE Lateral Movement Nov 2017), bypassing the need for a malicious document.","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'lateral-movement'}]","True","['Administrator', 'SYSTEM']","Monitor for COM objects loading DLLs and other modules not typically associated with the application.(Citation: Enigma Outlook DCOM Lateral Movement Nov 2017) Enumeration of COM objects, via [Query Registry](https://attack.mitre.org/techniques/T1012) or [PowerShell](https://attack.mitre.org/techniques/T1059/001), may also proceed malicious use.(Citation: Fireeye Hunting COM June 2019)(Citation: Enigma MMC20 COM Jan 2017) Monitor for spawning of processes associated with COM objects, especially those invoked by a user different than the one currently logged on.

Monitor for any influxes or abnormal increases in Distributed Computing Environment/Remote Procedure Call (DCE/RPC) traffic.","['Windows event logs', 'Windows Registry', 'Process monitoring', 'Packet capture', 'DLL monitoring', 'Authentication logs', 'API monitoring', 'PowerShell logs']","['Windows']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","","","","",""
"attack-pattern","attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177","2020-01-28T14:05:17.825Z","2020-03-23T18:12:36.696Z","T1136.002","Domain Account","[{'source_name': 'mitre-attack', 'external_id': 'T1136.002', 'url': 'https://attack.mitre.org/techniques/T1136/002'}, {'source_name': 'Microsoft User Creation Event', 'description': 'Lich, B., Miroshnikov, A. (2017, April 5). 4720(S): A user account was created. Retrieved June 30, 2017.', 'url': 'https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4720'}]","","2.1","2.1.0","['enterprise-attack']","1.0","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Adversaries may create a domain account to maintain access to victim systems. Domain accounts are those managed by Active Directory Domain Services where access and permissions are configured across systems and services that are part of that domain. Domain accounts can cover user, administrator, and service accounts. With a sufficient level of access, the `net user /add /domain` command can be used to create a domain account.

Such accounts may be used to establish secondary credentialed access that do not require persistent remote access tools to be deployed on the system.","[{'kill_chain_name': 'mitre-attack', 'phase_name': 'persistence'}]","True","['Administrator']","Monitor for processes and command-line parameters associated with domain account creation, such as <code>net user /add /domain</code>. Collect data on account creation within a network. Event ID 4720 is generated when a user account is created on a Windows domain controller. (Citation: Microsoft User Creation Event) Perform regular audits of domain accounts to detect suspicious accounts that may have been created by an adversary.","['Process monitoring', 'Process command-line parameters', 'Authentication logs', 'Windows event logs']","['Windows', 'macOS', 'Linux']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","","","","","","","",""
