"type","id","created","modified","external_references","object_marking_refs","name","x_mitre_version","created_by_ref","description","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref"
"course-of-action","course-of-action--676975b9-7e8e-463d-a31e-4ed2ecbfed81","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1109', 'source_name': 'mitre-attack', 'external_id': 'T1109'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Component Firmware Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Prevent adversary access to privileged accounts or access necessary to perform this technique.

Consider removing and replacing system components suspected of being compromised.","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--ff5d862a-ae6b-4833-8c15-e235d654d28e","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1122', 'source_name': 'mitre-attack', 'external_id': 'T1122'}, {'url': 'http://www.sans.org/reading-room/whitepapers/application/application-whitelisting-panacea-propaganda-33599', 'source_name': 'Beechey 2010', 'description': 'Beechey, J. (2010, December). Application Whitelisting: Panacea or Propaganda?. Retrieved November 18, 2014.'}, {'url': 'http://blog.jpcert.or.jp/2016/01/windows-commands-abused-by-attackers.html', 'source_name': 'Windows Commands JPCERT', 'description': 'Tomonaga, S. (2016, January 26). Windows Commands Abused by Attackers. Retrieved February 2, 2016.'}, {'url': 'https://www.iad.gov/iad/library/ia-guidance/tech-briefs/application-whitelisting-using-microsoft-applocker.cfm', 'source_name': 'NSA MS AppLocker', 'description': 'NSA Information Assurance Directorate. (2014, August). Application Whitelisting Using Microsoft AppLocker. Retrieved March 31, 2016.'}, {'url': 'http://technet.microsoft.com/en-us/magazine/2008.06.srp.aspx', 'source_name': 'Corio 2008', 'description': 'Corio, C., & Sayana, D. P. (2008, June). Application Lockdown with Software Restriction Policies. Retrieved November 18, 2014.'}, {'url': 'https://technet.microsoft.com/en-us/library/ee791851.aspx', 'source_name': 'TechNet Applocker vs SRP', 'description': 'Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Component Object Model Hijacking Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Direct mitigation of this technique may not be recommended for a particular environment since COM objects are a legitimate part of the operating system and installed software. Blocking COM object changes may have unforeseen side effects to legitimate functionality.

Instead, identify and block potentially malicious software that may execute, or be executed by, this technique using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--d75a3d1b-b536-4f15-a23c-f4bcc17837b8","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1090', 'source_name': 'mitre-attack', 'external_id': 'T1090'}, {'url': 'https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf', 'source_name': 'University of Birmingham C2', 'description': 'Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Connection Proxy Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--3a41b366-cfd6-4af2-a6e7-3c6e3c4ebcef","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1196', 'source_name': 'mitre-attack', 'external_id': 'T1196'}, {'url': 'http://www.sans.org/reading-room/whitepapers/application/application-whitelisting-panacea-propaganda-33599', 'source_name': 'Beechey 2010', 'description': 'Beechey, J. (2010, December). Application Whitelisting: Panacea or Propaganda?. Retrieved November 18, 2014.'}, {'url': 'http://blog.jpcert.or.jp/2016/01/windows-commands-abused-by-attackers.html', 'source_name': 'Windows Commands JPCERT', 'description': 'Tomonaga, S. (2016, January 26). Windows Commands Abused by Attackers. Retrieved February 2, 2016.'}, {'url': 'https://www.iad.gov/iad/library/ia-guidance/tech-briefs/application-whitelisting-using-microsoft-applocker.cfm', 'source_name': 'NSA MS AppLocker', 'description': 'NSA Information Assurance Directorate. (2014, August). Application Whitelisting Using Microsoft AppLocker. Retrieved March 31, 2016.'}, {'url': 'https://msdn.microsoft.com/library/windows/desktop/dn742497.aspx', 'source_name': 'Microsoft UAC', 'description': 'Microsoft. (n.d.). User Account Control. Retrieved January 18, 2018.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Control Panel Items Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","This type of attack technique cannot be easily mitigated with preventive controls since it is based on the abuse of operating system design features. For example, mitigating specific Windows API calls and/or execution of particular file extensions will likely have unintended side effects, such as preventing legitimate software (i.e., drivers and configuration tools) from operating properly. Efforts should be focused on preventing adversary tools from running earlier in the chain of activity and on identification of subsequent malicious behavior.

Restrict storage and execution of Control Panel items to protected directories, such as `C:\Windows`, rather than user directories.

Index known safe Control Panel items and block potentially malicious software using whitelisting (Citation: Beechey 2010) tools like AppLocker (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) that are capable of auditing and/or blocking unknown executable files.

Consider fully enabling User Account Control (UAC) to impede system-wide changes from illegitimate administrators. (Citation: Microsoft UAC)","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--9a5b7194-88e0-4579-b82f-e3c27b8cca80","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1136', 'source_name': 'mitre-attack', 'external_id': 'T1136'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Create Account Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Use and enforce multifactor authentication. Follow guidelines to prevent or limit adversary access to [Valid Accounts](T1078) that may be used to create privileged accounts within an environment.

Adversaries that create local accounts on systems may have limited access within a network if access levels are properly locked down. These accounts may only be needed for persistence on individual systems and their usefulness depends on the utility of the system they reside on.

Protect domain controllers by ensuring proper security configuration for critical servers. Configure access controls and firewalls to limit access to these systems. Do not allow domain administrator accounts to be used for day-to-day operations that may expose them to potential adversaries on unprivileged systems.","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--aeff5887-8f9e-48d5-a523-9b395e2ce80a","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1003', 'source_name': 'mitre-attack', 'external_id': 'T1003'}, {'url': 'https://technet.microsoft.com/en-us/library/dn408187.aspx', 'source_name': 'Microsoft LSA', 'description': 'Microsoft. (2013, July 31). Configuring Additional LSA Protection. Retrieved February 13, 2015.'}, {'url': 'http://www.sans.org/reading-room/whitepapers/application/application-whitelisting-panacea-propaganda-33599', 'source_name': 'Beechey 2010', 'description': 'Beechey, J. (2010, December). Application Whitelisting: Panacea or Propaganda?. Retrieved November 18, 2014.'}, {'url': 'http://blog.jpcert.or.jp/2016/01/windows-commands-abused-by-attackers.html', 'source_name': 'Windows Commands JPCERT', 'description': 'Tomonaga, S. (2016, January 26). Windows Commands Abused by Attackers. Retrieved February 2, 2016.'}, {'url': 'https://www.iad.gov/iad/library/ia-guidance/tech-briefs/application-whitelisting-using-microsoft-applocker.cfm', 'source_name': 'NSA MS AppLocker', 'description': 'NSA Information Assurance Directorate. (2014, August). Application Whitelisting Using Microsoft AppLocker. Retrieved March 31, 2016.'}, {'url': 'http://technet.microsoft.com/en-us/magazine/2008.06.srp.aspx', 'source_name': 'Corio 2008', 'description': 'Corio, C., & Sayana, D. P. (2008, June). Application Lockdown with Software Restriction Policies. Retrieved November 18, 2014.'}, {'url': 'https://technet.microsoft.com/en-us/library/ee791851.aspx', 'source_name': 'TechNet Applocker vs SRP', 'description': 'Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.'}, {'url': 'https://technet.microsoft.com/en-us/itpro/windows/keep-secure/credential-guard', 'source_name': 'TechNet Credential Guard', 'description': 'Lich, B. (2016, May 31). Protect derived domain credentials with Credential Guard. Retrieved June 1, 2016.'}, {'url': 'https://github.com/iadgov/Secure-Host-Baseline/tree/master/Credential%20Guard', 'source_name': 'GitHub SHB Credential Guard', 'description': 'NSA IAD. (2017, April 20). Secure Host Baseline - Credential Guard. Retrieved April 25, 2017.'}, {'url': 'https://adsecurity.org/?p=1729', 'source_name': 'AdSecurity DCSync Sept 2015', 'description': 'Metcalf, S. (2015, September 25). Mimikatz DCSync Usage, Exploitation, and Detection. Retrieved December 4, 2017.'}, {'url': 'https://support.microsoft.com/help/303972/how-to-grant-the-replicating-directory-changes-permission-for-the-micr', 'source_name': 'Microsoft Replication ACL', 'description': 'Microsoft. (n.d.). How to grant the ""Replicating Directory Changes"" permission for the Microsoft Metadirectory Services ADMA service account. Retrieved December 4, 2017.'}, {'url': 'https://technet.microsoft.com/library/jj865668.aspx', 'source_name': 'Microsoft Disable NTLM Nov 2012', 'description': 'Microsoft. (2012, November 29). Using security policies to restrict NTLM traffic. Retrieved December 4, 2017.'}, {'url': 'https://docs.microsoft.com/en-us/windows-server/identity/securing-privileged-access/securing-privileged-access-reference-material#a-nameesaebmaesae-administrative-forest-design-approach', 'source_name': 'Microsoft Securing Privileged Access', 'description': 'Plett, C., Poggemeyer, L. (12, October 26). Securing Privileged Access Reference Material. Retrieved April 25, 2017.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Credential Dumping Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","#  Windows #

Monitor/harden access to LSASS and SAM table with tools that allow process whitelisting. Limit credential overlap across systems to prevent lateral movement opportunities using [Valid Accounts](T1078) if passwords and hashes are obtained. Ensure that local administrator accounts have complex, unique passwords across all systems on the network. Do not put user or admin domain accounts in the local administrator groups across systems unless they are tightly controlled, as this is often equivalent to having a local administrator account with the same password on all systems. Follow best practices for design and administration of an enterprise network to limit privileged account use across administrative tiers. (Citation: Microsoft Securing Privileged Access)

On Windows 8.1 and Windows Server 2012 R2, enable Protected Process Light for LSA. (Citation: Microsoft LSA)

Identify and block potentially malicious software that may be used to dump credentials by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)

With Windows 10, Microsoft implemented new protections called Credential Guard to protect the LSA secrets that can be used to obtain credentials through forms of credential dumping. It is not configured by default and has hardware and firmware system requirements. (Citation: TechNet Credential Guard) It also does not protect against all forms of credential dumping. (Citation: GitHub SHB Credential Guard)

Manage the access control list for “Replicating Directory Changes” and other permissions associated with domain controller replication. (Citation: AdSecurity DCSync Sept 2015) (Citation: Microsoft Replication ACL)

Consider disabling or restricting NTLM traffic. (Citation: Microsoft Disable NTLM Nov 2012)
#  Linux #

Scraping the passwords from memory requires root privileges. Follow best practices in restricting access to escalated privileges to avoid hostile programs from accessing such sensitive regions of memory.","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--0472af99-f25c-4abe-9fce-010fa3450e72","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1081', 'source_name': 'mitre-attack', 'external_id': 'T1081'}, {'url': 'http://support.microsoft.com/kb/2962486', 'source_name': 'Microsoft MS14-025', 'description': 'Microsoft. (2014, May 13). MS14-025: Vulnerability in Group Policy Preferences could allow elevation of privilege. Retrieved January 28, 2015.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Credentials in Files Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Establish an organizational policy that prohibits password storage in files. Ensure that developers and system administrators are aware of the risk associated with having plaintext passwords in software configuration files that may be left on endpoint systems or servers. Preemptively search for files containing passwords and remove when found. Restrict file shares to specific directories with access only to necessary users. Remove vulnerable Group Policy Preferences. (Citation: Microsoft MS14-025)","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--4490fee2-5c70-4db3-8db5-8d88767dbd55","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1214', 'source_name': 'mitre-attack', 'external_id': 'T1214'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Credentials in Registry Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Do not store credentials within the Registry. Proactively search for credentials within Registry keys and attempt to remediate the risk. If necessary software must store credentials, then ensure those accounts have limited permissions so they cannot be abused if obtained by an adversary.","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--f3d0c735-330f-43c2-8e8e-51bcfa51e8c3","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1094', 'source_name': 'mitre-attack', 'external_id': 'T1094'}, {'url': 'https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf', 'source_name': 'University of Birmingham C2', 'description': 'Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Custom Command and Control Protocol Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports and through proper network gateway systems. Also ensure hosts are only provisioned to communicate over authorized interfaces.

Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--a569295c-a093-4db4-9fb4-7105edef85ad","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1024', 'source_name': 'mitre-attack', 'external_id': 'T1024'}, {'url': 'https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf', 'source_name': 'University of Birmingham C2', 'description': 'Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Custom Cryptographic Protocol Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Since the custom protocol used may not adhere to typical protocol standards, there may be opportunities to signature the traffic on a network level for detection. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--b70627f7-3b43-4c6f-8fc0-c918c41f8f72","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1207', 'source_name': 'mitre-attack', 'external_id': 'T1207'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","DCShadow Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","This type of attack technique cannot be easily mitigated with preventive controls since it is based on the abuse of AD design features. For example, mitigating specific AD API calls will likely have unintended side effects, such as preventing DC replication from operating properly. Efforts should be focused on preventing adversary tools from running earlier in the chain of activity and on identification of subsequent malicious behavior.","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--96913243-2b5e-4483-a65c-bb152ddd2f04","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1038', 'source_name': 'mitre-attack', 'external_id': 'T1038'}, {'url': 'http://msdn.microsoft.com/en-US/library/ms682586', 'source_name': 'Microsoft DLL Search', 'description': 'Microsoft. (n.d.). Dynamic-Link Library Search Order. Retrieved November 30, 2014.'}, {'url': 'http://blogs.technet.com/b/srd/archive/2010/08/23/more-information-about-dll-preloading-remote-attack-vector.aspx', 'source_name': 'Microsoft DLL Preloading', 'description': 'Microsoft. (2010, August 12). More information about the DLL Preloading remote attack vector. Retrieved December 5, 2014.'}, {'url': 'https://github.com/mattifestation/PowerSploit', 'source_name': 'Powersploit', 'description': 'PowerSploit. (n.d.). Retrieved December 4, 2014.'}, {'url': 'http://www.sans.org/reading-room/whitepapers/application/application-whitelisting-panacea-propaganda-33599', 'source_name': 'Beechey 2010', 'description': 'Beechey, J. (2010, December). Application Whitelisting: Panacea or Propaganda?. Retrieved November 18, 2014.'}, {'url': 'http://blog.jpcert.or.jp/2016/01/windows-commands-abused-by-attackers.html', 'source_name': 'Windows Commands JPCERT', 'description': 'Tomonaga, S. (2016, January 26). Windows Commands Abused by Attackers. Retrieved February 2, 2016.'}, {'url': 'https://www.iad.gov/iad/library/ia-guidance/tech-briefs/application-whitelisting-using-microsoft-applocker.cfm', 'source_name': 'NSA MS AppLocker', 'description': 'NSA Information Assurance Directorate. (2014, August). Application Whitelisting Using Microsoft AppLocker. Retrieved March 31, 2016.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","DLL Search Order Hijacking Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Disallow loading of remote DLLs. (Citation: Microsoft DLL Preloading) This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+. (Citation: Microsoft DLL Search) Path Algorithm

Enable Safe DLL Search Mode to force search for system DLLs in directories with greater restrictions (e.g. `%SYSTEMROOT%`)to be used before local directory DLLs (e.g. a user's home directory). The Safe DLL Search Mode can be enabled via Group Policy at Computer Configuration > [Policies] > Administrative Templates > MSS (Legacy): MSS: (SafeDllSearchMode) Enable Safe DLL search mode. The associated Windows Registry key for this is located at `HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\SafeDLLSearchMode` (Citation: Microsoft DLL Search)

Use auditing tools capable of detecting DLL search order hijacking opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for DLL hijacking weaknesses. (Citation: Powersploit)

Identify and block potentially malicious software that may be executed through search order hijacking by using whitelisting (Citation: Beechey 2010) tools like AppLocker (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) that are capable of auditing and/or blocking unknown DLLs.","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--7a14d974-f3d9-4e4e-9b7d-980385762908","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1073', 'source_name': 'mitre-attack', 'external_id': 'T1073'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","DLL Side-Loading Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--28adf6fd-ab6c-4553-9aa7-cef18a191f33","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1002', 'source_name': 'mitre-attack', 'external_id': 'T1002'}, {'url': 'http://www.sans.org/reading-room/whitepapers/application/application-whitelisting-panacea-propaganda-33599', 'source_name': 'Beechey 2010', 'description': 'Beechey, J. (2010, December). Application Whitelisting: Panacea or Propaganda?. Retrieved November 18, 2014.'}, {'url': 'http://blog.jpcert.or.jp/2016/01/windows-commands-abused-by-attackers.html', 'source_name': 'Windows Commands JPCERT', 'description': 'Tomonaga, S. (2016, January 26). Windows Commands Abused by Attackers. Retrieved February 2, 2016.'}, {'url': 'https://www.iad.gov/iad/library/ia-guidance/tech-briefs/application-whitelisting-using-microsoft-applocker.cfm', 'source_name': 'NSA MS AppLocker', 'description': 'NSA Information Assurance Directorate. (2014, August). Application Whitelisting Using Microsoft AppLocker. Retrieved March 31, 2016.'}, {'url': 'http://technet.microsoft.com/en-us/magazine/2008.06.srp.aspx', 'source_name': 'Corio 2008', 'description': 'Corio, C., & Sayana, D. P. (2008, June). Application Lockdown with Software Restriction Policies. Retrieved November 18, 2014.'}, {'url': 'https://technet.microsoft.com/en-us/library/ee791851.aspx', 'source_name': 'TechNet Applocker vs SRP', 'description': 'Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Data Compressed Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Identify unnecessary system utilities, third-party tools, or potentially malicious software that may be used to compress files, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)

If network intrusion prevention or data loss prevention tools are set to block specific file types from leaving the network over unencrypted channels, then an adversary may move to an encrypted channel.","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--0b3ee33e-430b-476f-9525-72d120c90f8d","2019-03-14T20:17:16.234Z","2019-04-10T17:29:28.647Z","[{'external_id': 'T1488', 'source_name': 'mitre-attack', 'url': 'https://attack.mitre.org/techniques/T1488'}, {'url': 'https://www.ready.gov/business/implementation/IT', 'source_name': 'Ready.gov IT DRP', 'description': 'Ready.gov. (n.d.). IT Disaster Recovery Plan. Retrieved March 15, 2019.'}, {'url': 'http://www.sans.org/reading-room/whitepapers/application/application-whitelisting-panacea-propaganda-33599', 'source_name': 'Beechey 2010', 'description': 'Beechey, J. (2010, December). Application Whitelisting: Panacea or Propaganda?. Retrieved November 18, 2014.'}, {'url': 'http://blog.jpcert.or.jp/2016/01/windows-commands-abused-by-attackers.html', 'source_name': 'Windows Commands JPCERT', 'description': 'Tomonaga, S. (2016, January 26). Windows Commands Abused by Attackers. Retrieved February 2, 2016.'}, {'url': 'https://www.iad.gov/iad/library/ia-guidance/tech-briefs/application-whitelisting-using-microsoft-applocker.cfm', 'source_name': 'NSA MS AppLocker', 'description': 'NSA Information Assurance Directorate. (2014, August). Application Whitelisting Using Microsoft AppLocker. Retrieved March 31, 2016.'}, {'url': 'http://technet.microsoft.com/en-us/magazine/2008.06.srp.aspx', 'source_name': 'Corio 2008', 'description': 'Corio, C., & Sayana, D. P. (2008, June). Application Lockdown with Software Restriction Policies. Retrieved November 18, 2014.'}, {'url': 'https://technet.microsoft.com/en-us/library/ee791851.aspx', 'source_name': 'TechNet Applocker vs SRP', 'description': 'Microsoft. (2012, June 27). Using Software Restriction Policies and AppLocker Policies. Retrieved April 7, 2016.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Data Destruction Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Consider implementing IT disaster recovery plans that contain procedures for taking regular data backups that can be used to restore organizational data.(Citation: Ready.gov IT DRP) Ensure backups are stored off system and is protected from common methods adversaries may use to gain access and destroy the backups to prevent recovery.

Identify potentially malicious software and audit and/or block it by using whitelisting(Citation: Beechey 2010) tools, like AppLocker,(Citation: Windows Commands JPCERT)(Citation: NSA MS AppLocker) or Software Restriction Policies(Citation: Corio 2008) where appropriate.(Citation: TechNet Applocker vs SRP)","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
"course-of-action","course-of-action--fcbe8424-eb3e-4794-b76d-e743f5a49b8b","2018-10-17T00:14:20.652Z","2018-10-17T00:14:20.652Z","[{'url': 'https://attack.mitre.org/techniques/T1132', 'source_name': 'mitre-attack', 'external_id': 'T1132'}, {'url': 'https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf', 'source_name': 'University of Birmingham C2', 'description': 'Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","Data Encoding Mitigation","1.0","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"
