"type","id","created","modified","name","created_by_ref","description","external_references","object_marking_refs","aliases","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_modified_by_ref","x_mitre_version","x_mitre_contributors","revoked"
"intrusion-set","intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f","2018-04-18T17:59:24.739Z","2018-04-18T17:59:24.739Z","APT33","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","APT33 is a suspected Iranian threat group that has carried out operations since at least 2013. The group has targeted organizations across multiple industries in the United States, Saudi Arabia, and South Korea, with a particular interest in the aviation and energy sectors. (Citation: FireEye APT33 Sept 2017) (Citation: FireEye APT33 Webinar Sept 2017)","[{'url': 'https://attack.mitre.org/wiki/Group/G0064', 'source_name': 'mitre-attack', 'external_id': 'G0064'}, {'description': ""O'Leary, J., et al. (2017, September 20). Insights into Iranian Cyber Espionage: APT33 Targets Aerospace and Energy Sectors and has Ties to Destructive Malware. Retrieved February 15, 2018."", 'source_name': 'FireEye APT33 Sept 2017', 'url': 'https://www.fireeye.com/blog/threat-research/2017/09/apt33-insights-into-iranian-cyber-espionage.html'}, {'description': 'Davis, S. and Carr, N. (2017, September 21). APT33: New Insights into Iranian Cyber Espionage Group. Retrieved February 15, 2018.', 'source_name': 'FireEye APT33 Webinar Sept 2017', 'url': 'https://www.brighttalk.com/webcast/10703/275683'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['APT33']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--68ba94ab-78b8-43e7-83e2-aed3466882c6","2018-01-16T16:13:52.465Z","2018-04-18T17:59:24.739Z","APT34","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","APT34 is an Iranian cyber espionage group that has been active since at least 2014. The group has targeted a variety of industries, including financial, government, energy, chemical, and telecommunications, and has largely focused its operations within the Middle East. FireEye assesses that the group works on behalf of the Iranian government based on infrastructure details that contain references to Iran, use of Iranian infrastructure, and targeting that aligns with nation-state interests. APT34 loosely aligns with public reporting related to OilRig, but may not wholly align due to companies tracking threat groups in different ways. (Citation: FireEye APT34 Dec 2017)","[{'url': 'https://attack.mitre.org/wiki/Group/G0057', 'source_name': 'mitre-attack', 'external_id': 'G0057'}, {'description': 'Sardiwal, M, et al. (2017, December 7). New Targeted Attack in the Middle East by APT34, a Suspected Iranian Threat Group, Using CVE-2017-11882 Exploit. Retrieved December 20, 2017.', 'source_name': 'FireEye APT34 Dec 2017', 'url': 'https://www.fireeye.com/blog/threat-research/2017/12/targeted-attack-in-middle-east-by-apt34.html'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['APT34']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c","2018-04-18T17:59:24.739Z","2018-04-18T17:59:24.739Z","APT37","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","APT37 is a suspected North Korean cyber espionage group that has been active since at least 2012. The group has targeted victims primarily in South Korea, but also in Japan, Vietnam, Russia, Nepal, China, India, Romania, Kuwait, and other parts of the Middle East. The group was believed to be responsible for a 2016 campaign known as Operation Daybreak as well as an earlier campaign known as Operation Erebus. (Citation: FireEye APT37 Feb 2018) (Citation: Securelist ScarCruft Jun 2016)

Contributors: Valerii Marchuk, Cybersecurity Help s.r.o.","[{'url': 'https://attack.mitre.org/wiki/Group/G0067', 'source_name': 'mitre-attack', 'external_id': 'G0067'}, {'description': 'FireEye. (2018, February 20). APT37 (Reaper): The Overlooked North Korean Actor. Retrieved March 1, 2018.', 'source_name': 'FireEye APT37 Feb 2018', 'url': 'https://www2.fireeye.com/rs/848-DID-242/images/rpt%20APT37.pdf'}, {'description': 'Raiu, C., and Ivanov, A. (2016, June 17). Operation Daybreak. Retrieved February 15, 2018.', 'source_name': 'Securelist ScarCruft Jun 2016', 'url': 'https://securelist.com/operation-daybreak/75100/'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['APT37', 'ScarCruft', 'Reaper', 'Group123', 'TEMP.Reaper']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","['Valerii Marchuk, Cybersecurity Help s.r.o.']",""
"intrusion-set","intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973","2017-05-31T21:31:45.629Z","2018-04-18T17:59:24.739Z","Axiom","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"," (Citation: Axiom) is a cyber espionage group suspected to be associated with the Chinese government. It is responsible for the Operation SMN campaign. (Citation: Axiom) Though both this group and Winnti Group use the malware Winnti, the two groups appear to be distinct based on differences in reporting on the groups' TTPs and targeting. (Citation: Kaspersky Winnti April 2013) (Citation: Kaspersky Winnti June 2015) (Citation: Novetta Winnti April 2015)","[{'url': 'https://attack.mitre.org/wiki/Group/G0001', 'source_name': 'mitre-attack', 'external_id': 'G0001'}, {'description': 'Novetta. (n.d.). Operation SMN: Axiom Threat Actor Group Report. Retrieved November 12, 2014.', 'source_name': 'Axiom', 'url': 'http://www.novetta.com/wp-content/uploads/2014/11/Executive%20Summary-Final%201.pdf'}, {'description': ""Kaspersky Lab's Global Research and Analysis Team. (2013, April 11). Winnti. More than just a game. Retrieved February 8, 2017."", 'source_name': 'Kaspersky Winnti April 2013', 'url': 'https://kasperskycontenthub.com/wp-content/uploads/sites/43/vlpdfs/winnti-more-than-just-a-game-130410.pdf'}, {'description': 'Tarakanov, D. (2015, June 22). Games are over: Winnti is now targeting pharmaceutical companies. Retrieved January 14, 2016.', 'source_name': 'Kaspersky Winnti June 2015', 'url': 'https://securelist.com/games-are-over/70991/'}, {'description': 'Novetta Threat Research Group. (2015, April 7). Winnti Analysis. Retrieved February 8, 2017.', 'source_name': 'Novetta Winnti April 2015', 'url': 'http://www.novetta.com/wp-content/uploads/2015/04/novetta%20winntianalysis.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Axiom', 'Group 72']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90","2018-01-16T16:13:52.465Z","2018-04-18T17:59:24.739Z","BRONZE BUTLER","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","BRONZE BUTLER is a cyber espionage group with likely Chinese origins that has been active since at least 2008. The group primarily targets Japanese organizations, particularly those in government, biotechnology, electronics manufacturing, and industrial chemistry. (Citation: Trend Micro Daserf Nov 2017) (Citation: Secureworks BRONZE BUTLER Oct 2017)","[{'url': 'https://attack.mitre.org/wiki/Group/G0060', 'source_name': 'mitre-attack', 'external_id': 'G0060'}, {'description': 'Chen, J. and Hsieh, M. (2017, November 7). REDBALDKNIGHT/BRONZE BUTLER’s Daserf Backdoor Now Using Steganography. Retrieved December 27, 2017.', 'source_name': 'Trend Micro Daserf Nov 2017', 'url': 'http://blog.trendmicro.com/trendlabs-security-intelligence/redbaldknight-bronze-butler-daserf-backdoor-now-using-steganography/'}, {'description': 'Counter Threat Unit Research Team. (2017, October 12). BRONZE BUTLER Targets Japanese Enterprises. Retrieved January 4, 2018.', 'source_name': 'Secureworks BRONZE BUTLER Oct 2017', 'url': 'https://www.secureworks.com/research/bronze-butler-targets-japanese-businesses'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['BRONZE BUTLER', 'REDBALDKNIGHT', 'Tick']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--da49b9f1-ca99-443f-9728-0a074db66850","2018-04-18T17:59:24.739Z","2018-04-18T17:59:24.739Z","BlackOasis","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","BlackOasis is a Middle Eastern threat group that is believed to be a customer of Gamma Group. The group has shown interest in prominent figures in the United Nations, as well as opposition bloggers, activists, regional news correspondents, and think tanks. (Citation: Securelist BlackOasis Oct 2017) (Citation: Securelist APT Trends Q2 2017) A group known by Microsoft as NEODYMIUM is reportedly associated closely with BlackOasis operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)","[{'url': 'https://attack.mitre.org/wiki/Group/G0063', 'source_name': 'mitre-attack', 'external_id': 'G0063'}, {'description': ""Kaspersky Lab's Global Research & Analysis Team. (2017, October 16). BlackOasis APT and new targeted attacks leveraging zero-day exploit. Retrieved February 15, 2018."", 'source_name': 'Securelist BlackOasis Oct 2017', 'url': 'https://securelist.com/blackoasis-apt-and-new-targeted-attacks-leveraging-zero-day-exploit/82732/'}, {'description': ""Kaspersky Lab's Global Research & Analysis Team. (2017, August 8). APT Trends report Q2 2017. Retrieved February 15, 2018."", 'source_name': 'Securelist APT Trends Q2 2017', 'url': 'https://securelist.com/apt-trends-report-q2-2017/79332/'}, {'description': 'Bing, C. (2017, October 16). Middle Eastern hacking group is using FinFisher malware to conduct international espionage. Retrieved February 15, 2018.', 'source_name': 'CyberScoop BlackOasis Oct 2017', 'url': 'https://www.cyberscoop.com/middle-eastern-hacking-group-using-finfisher-malware-conduct-international-espionage/'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['BlackOasis']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c","2017-05-31T21:31:49.021Z","2018-04-18T17:59:24.739Z","Carbanak","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Carbanak is a threat group that mainly targets banks. It also refers to malware of the same name (Carbanak). It is sometimes referred to as FIN7, but these appear to be two groups using the same Carbanak malware and are therefore tracked separately. (Citation: Kaspersky Carbanak) (Citation: FireEye FIN7 April 2017)

Contributors: Anastasios Pingios","[{'url': 'https://attack.mitre.org/wiki/Group/G0008', 'source_name': 'mitre-attack', 'external_id': 'G0008'}, {'description': ""Kaspersky Lab's Global Research and Analysis Team. (2015, February). CARBANAK APT THE GREAT BANK ROBBERY. Retrieved March 3, 2015."", 'source_name': 'Kaspersky Carbanak', 'url': 'https://securelist.com/files/2015/02/Carbanak%20APT%20eng.pdf'}, {'description': 'Carr, N., et al. (2017, April 24). FIN7 Evolution and the Phishing LNK. Retrieved April 24, 2017.', 'source_name': 'FireEye FIN7 April 2017', 'url': 'https://www.fireeye.com/blog/threat-research/2017/04/fin7-phishing-lnk.html'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Carbanak', 'Anunak', 'Carbon Spider']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","['Anastasios Pingios']",""
"intrusion-set","intrusion-set--7636484c-adc5-45d4-9bfe-c3e062fbc4a0","2018-01-16T16:13:52.465Z","2018-04-18T17:59:24.739Z","Charming Kitten","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Charming Kitten is an Iranian cyber espionage group that has been active since approximately 2014. They appear to focus on targeting individuals of interest to Iran who work in academic research, human rights, and media, with most victims having been located in Iran, the US, Israel, and the UK. Charming Kitten usually tries to access private email and Facebook accounts, and sometimes establishes a foothold on victim computers as a secondary objective. The group's TTPs overlap extensively with another group, Rocket Kitten, resulting in reporting that may not distinguish between the two groups' activities. (Citation: ClearSky Charming Kitten Dec 2017)","[{'url': 'https://attack.mitre.org/wiki/Group/G0058', 'source_name': 'mitre-attack', 'external_id': 'G0058'}, {'description': 'ClearSky Cyber Security. (2017, December). Charming Kitten. Retrieved December 27, 2017.', 'source_name': 'ClearSky Charming Kitten Dec 2017', 'url': 'http://www.clearskysec.com/wp-content/uploads/2017/12/Charming%20Kitten%202017.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Charming Kitten']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--8f5e8dc7-739d-4f5e-a8a1-a66e004d7063","2017-05-31T21:31:46.390Z","2018-01-17T12:56:55.080Z","Cleaver","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Cleaver is a threat group that has been attributed to Iranian actors and is responsible for activity tracked as Operation Cleaver. (Citation: Cylance Cleaver) Strong circumstantial evidence suggests Cleaver is linked to Threat Group 2889 (TG-2889). (Citation: Dell Threat Group 2889)","[{'url': 'https://attack.mitre.org/wiki/Group/G0003', 'source_name': 'mitre-attack', 'external_id': 'G0003'}, {'description': 'Cylance. (2014, December). Operation Cleaver. Retrieved September 14, 2017.', 'source_name': 'Cylance Cleaver', 'url': 'https://www.cylance.com/content/dam/cylance/pages/operation-cleaver/Cylance%20Operation%20Cleaver%20Report.pdf'}, {'description': 'Dell SecureWorks. (2015, October 7). Suspected Iran-Based Hacker Group Creates Network of Fake LinkedIn Profiles. Retrieved January 14, 2016.', 'source_name': 'Dell Threat Group 2889', 'url': 'http://www.secureworks.com/cyber-threat-intelligence/threats/suspected-iran-based-hacker-group-creates-network-of-fake-linkedin-profiles/'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Cleaver', 'TG-2889', 'Threat Group 2889']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a","2018-01-16T16:13:52.465Z","2018-01-17T12:56:55.080Z","CopyKittens","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","CopyKittens is an Iranian cyber espionage group that has been operating since at least 2013. It has targeted countries including Israel, Saudi Arabia, Turkey, the U.S., Jordan, and Germany. The group is responsible for the campaign known as Operation Wilted Tulip. (Citation: ClearSky CopyKittens March 2017) (Citation: ClearSky Wilted Tulip July 2017) (Citation: CopyKittens Nov 2015)","[{'url': 'https://attack.mitre.org/wiki/Group/G0052', 'source_name': 'mitre-attack', 'external_id': 'G0052'}, {'description': 'ClearSky Cyber Security. (2017, March 30). Jerusalem Post and other Israeli websites compromised by Iranian threat agent CopyKitten. Retrieved August 21, 2017.', 'source_name': 'ClearSky CopyKittens March 2017', 'url': 'http://www.clearskysec.com/copykitten-jpost/'}, {'description': 'ClearSky Cyber Security and Trend Micro. (2017, July). Operation Wilted Tulip: Exposing a cyber espionage apparatus. Retrieved August 21, 2017.', 'source_name': 'ClearSky Wilted Tulip July 2017', 'url': 'http://www.clearskysec.com/wp-content/uploads/2017/07/Operation%20Wilted%20Tulip.pdf'}, {'description': 'Minerva Labs LTD and ClearSky Cyber Security. (2015, November 23). CopyKittens Attack Group. Retrieved September 11, 2017.', 'source_name': 'CopyKittens Nov 2015', 'url': 'https://s3-eu-west-1.amazonaws.com/minervaresearchpublic/CopyKittens/CopyKittens.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['CopyKittens']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383","2017-05-31T21:31:50.624Z","2018-01-17T12:56:55.080Z","Darkhotel","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Darkhotel is a threat group that has been active since at least 2004. The group has conducted activity on hotel and business center Wi‑Fi and physical connections as well as peer-to-peer and file sharing networks. The actors have also conducted spearphishing. (Citation: Kaspersky Darkhotel)","[{'url': 'https://attack.mitre.org/wiki/Group/G0012', 'source_name': 'mitre-attack', 'external_id': 'G0012'}, {'description': ""Kaspersky Lab's Global Research and Analysis Team. (2014, November). The Darkhotel APT A Story of Unusual Hospitality. Retrieved November 12, 2014."", 'source_name': 'Kaspersky Darkhotel', 'url': 'https://securelist.com/files/2014/11/darkhotel%20kl%2007.11.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Darkhotel']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064","2017-05-31T21:31:49.412Z","2018-04-18T17:59:24.739Z","Deep Panda","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Deep Panda is a suspected Chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (Citation: Alperovitch 2014) The intrusion into healthcare company Anthem has been attributed to Deep Panda. (Citation: ThreatConnect Anthem) This group is also known as Shell Crew, WebMasters, KungFu Kittens, and PinkPanther. (Citation: RSA Shell Crew) Deep Panda also appears to be known as Black Vine based on the attribution of both group names to the Anthem intrusion. (Citation: Symantec Black Vine)","[{'url': 'https://attack.mitre.org/wiki/Group/G0009', 'source_name': 'mitre-attack', 'external_id': 'G0009'}, {'description': 'Alperovitch, D. (2014, July 7). Deep in Thought: Chinese Targeting of National Security Think Tanks. Retrieved November 12, 2014.', 'source_name': 'Alperovitch 2014', 'url': 'https://blog.crowdstrike.com/deep-thought-chinese-targeting-national-security-think-tanks/'}, {'description': 'ThreatConnect Research Team. (2015, February 27). The Anthem Hack: All Roads Lead to China. Retrieved January 26, 2016.', 'source_name': 'ThreatConnect Anthem', 'url': 'https://www.threatconnect.com/the-anthem-hack-all-roads-lead-to-china/'}, {'description': 'RSA Incident Response. (2014, January). RSA Incident Response Emerging Threat Profile: Shell Crew. Retrieved January 14, 2016.', 'source_name': 'RSA Shell Crew', 'url': 'https://www.emc.com/collateral/white-papers/h12756-wp-shell-crew.pdf'}, {'description': 'DiMaggio, J.. (2015, August 6). The Black Vine cyberespionage group. Retrieved January 26, 2016.', 'source_name': 'Symantec Black Vine', 'url': 'http://www.symantec.com/content/en/us/enterprise/media/security%20response/whitepapers/the-black-vine-cyberespionage-group.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Deep Panda', 'Shell Crew', 'WebMasters', 'KungFu Kittens', 'PinkPanther', 'Black Vine']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--f3bdec95-3d62-42d9-a840-29630f6cdc1a","2017-05-31T21:31:53.197Z","2018-04-18T17:59:24.739Z","DragonOK","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","DragonOK is a threat group that has targeted Japanese organizations with phishing emails. Due to overlapping TTPs, including similar custom tools, DragonOK is thought to have a direct or indirect relationship with the threat group Moafee. (Citation: Operation Quantum Entanglement) It is known to use a variety of malware, including Sysget/HelloBridge, PlugX, PoisonIvy, FormerFirstRat, NFlog, and NewCT. (Citation: New DragonOK)","[{'url': 'https://attack.mitre.org/wiki/Group/G0017', 'source_name': 'mitre-attack', 'external_id': 'G0017'}, {'description': 'Haq, T., Moran, N., Vashisht, S., Scott, M. (2014, September). OPERATION QUANTUM ENTANGLEMENT. Retrieved November 4, 2015.', 'source_name': 'Operation Quantum Entanglement', 'url': 'https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/wp-operation-quantum-entanglement.pdf'}, {'description': 'Miller-Osborn, J., Grunzweig, J.. (2015, April). Unit 42 Identifies New DragonOK Backdoor Malware Deployed Against Japanese Targets. Retrieved November 4, 2015.', 'source_name': 'New DragonOK', 'url': 'http://researchcenter.paloaltonetworks.com/2015/04/unit-42-identifies-new-dragonok-backdoor-malware-deployed-against-japanese-targets/'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['DragonOK']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1","2017-05-31T21:32:05.217Z","2018-01-17T12:56:55.080Z","Dragonfly","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Dragonfly is a cyber espionage group that has been active since at least 2011. They initially targeted defense and aviation companies but shifted to focus on the energy sector in early 2013. They have also targeted companies related to industrial control systems. The group appeared to decrease activity following public exposure in 2014, and re-emerged in late 2015 through 2017. (Citation: Symantec Dragonfly) (Citation: Symantec Dragonfly) Sept 2017","[{'url': 'https://attack.mitre.org/wiki/Group/G0035', 'source_name': 'mitre-attack', 'external_id': 'G0035'}, {'description': 'Symantec Security Response. (2014, July 7). Dragonfly: Cyberespionage Attacks Against Energy Suppliers. Retrieved April 8, 2016.', 'source_name': 'Symantec Dragonfly', 'url': 'http://www.symantec.com/content/en/us/enterprise/media/security%20response/whitepapers/Dragonfly%20Threat%20Against%20Western%20Energy%20Suppliers.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Dragonfly', 'Energetic Bear']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--ae41895a-243f-4a65-b99b-d85022326c31","2017-05-31T21:32:03.306Z","2018-01-17T12:56:55.080Z","Dust Storm","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Dust Storm is a threat group that has targeted multiple industries in Japan, South Korea, the United States, Europe, and several Southeast Asian countries. (Citation: Cylance Dust Storm)","[{'url': 'https://attack.mitre.org/wiki/Group/G0031', 'source_name': 'mitre-attack', 'external_id': 'G0031'}, {'description': 'Gross, J. (2016, February 23). Operation Dust Storm. Retrieved September 19, 2017.', 'source_name': 'Cylance Dust Storm', 'url': 'https://www.cylance.com/content/dam/cylance/pdfs/reports/Op%20Dust%20Storm%20Report.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Dust Storm']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484","2018-04-18T17:59:24.739Z","2018-04-18T17:59:24.739Z","Elderwood","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Elderwood is a suspected Chinese cyber espionage group that was reportedly responsible for the 2009 Google intrusion known as Operation Aurora. (Citation: Security Affairs Elderwood Sept 2012) The group has targeted defense organizations, supply chain manufacturers, human rights and nongovernmental organizations (NGOs), and IT service providers. (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012)

Contributors: Valerii Marchuk, Cybersecurity Help s.r.o.","[{'url': 'https://attack.mitre.org/wiki/Group/G0066', 'source_name': 'mitre-attack', 'external_id': 'G0066'}, {'description': 'Paganini, P. (2012, September 9). Elderwood project, who is behind Op. Aurora and ongoing attacks?. Retrieved February 13, 2018.', 'source_name': 'Security Affairs Elderwood Sept 2012', 'url': 'http://securityaffairs.co/wordpress/8528/hacking/elderwood-project-who-is-behind-op-aurora-and-ongoing-attacks.html'}, {'description': ""O'Gorman, G., and McDonald, G.. (2012, September 6). The Elderwood Project. Retrieved February 15, 2018."", 'source_name': 'Symantec Elderwood Sept 2012', 'url': 'http://www.symantec.com/content/en/us/enterprise/media/security%20response/whitepapers/the-elderwood-project.pdf'}, {'description': ""Clayton, M.. (2012, September 14). Stealing US business secrets: Experts ID two huge cyber 'gangs' in China. Retrieved February 15, 2018."", 'source_name': 'CSM Elderwood Sept 2012', 'url': 'https://www.csmonitor.com/USA/2012/0914/Stealing-US-business-secrets-Experts-ID-two-huge-cyber-gangs-in-China'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Elderwood', 'Elderwood Gang', 'Beijing Group', 'Sneaky Panda']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","['Valerii Marchuk, Cybersecurity Help s.r.o.']",""
"intrusion-set","intrusion-set--96e239be-ad99-49eb-b127-3007b8c1bec9","2017-05-31T21:31:54.697Z","2018-01-17T12:56:55.080Z","Equation","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","Equation is a sophisticated threat group that employs multiple remote access tools. The group is known to use zero-day exploits and has developed the capability to overwrite the firmware of hard disk drives. (Citation: Kaspersky Equation QA)","[{'url': 'https://attack.mitre.org/wiki/Group/G0020', 'source_name': 'mitre-attack', 'external_id': 'G0020'}, {'description': ""Kaspersky Lab's Global Research and Analysis Team. (2015, February). Equation Group: Questions and Answers. Retrieved December 21, 2015."", 'source_name': 'Kaspersky Equation QA', 'url': 'https://securelist.com/files/2015/02/Equation%20group%20questions%20and%20answers.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['Equation']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b","2017-12-14T16:46:06.044Z","2018-01-17T12:56:55.080Z","FIN10","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","FIN10 is a financially motivated threat group that has targeted organizations in North America since at least 2013 through 2016. The group uses stolen data exfiltrated from victims to extort organizations. (Citation: FireEye FIN10 June 2017)","[{'url': 'https://attack.mitre.org/wiki/Group/G0051', 'source_name': 'mitre-attack', 'external_id': 'G0051'}, {'description': 'FireEye iSIGHT Intelligence. (2017, June 16). FIN10: Anatomy of a Cyber Extortion Operation. Retrieved June 25, 2017.', 'source_name': 'FireEye FIN10 June 2017', 'url': 'https://www2.fireeye.com/rs/848-DID-242/images/rpt-fin10.pdf'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['FIN10']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","",""
"intrusion-set","intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022","2018-01-16T16:13:52.465Z","2018-04-18T17:59:24.739Z","FIN5","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","FIN5 is a financially motivated threat group that has targeted personally identifiable information and payment card information. The group has been active since at least 2008 and has targeted the restaurant, gaming, and hotel industries. The group is made up of actors who likely speak Russian. (Citation: FireEye Respond Webinar July 2017) (Citation: Mandiant FIN5 GrrCON Oct 2016) (Citation: DarkReading FireEye FIN5 Oct 2015)

Contributors: Walker Johnson","[{'url': 'https://attack.mitre.org/wiki/Group/G0053', 'source_name': 'mitre-attack', 'external_id': 'G0053'}, {'description': 'Scavella, T. and Rifki, A. (2017, July 20). Are you Ready to Respond? (Webinar). Retrieved October 4, 2017.', 'source_name': 'FireEye Respond Webinar July 2017', 'url': 'https://www2.fireeye.com/WBNR-Are-you-ready-to-respond.html'}, {'description': 'Bromiley, M. and Lewis, P. (2016, October 7). Attacking the Hospitality and Gaming Industries: Tracking an Attacker Around the World in 7 Years. Retrieved October 6, 2017.', 'source_name': 'Mandiant FIN5 GrrCON Oct 2016', 'url': 'https://www.youtube.com/watch?v=fevGZs0EQu8'}, {'description': 'Higgins, K. (2015, October 13). Prolific Cybercrime Gang Favors Legit Login Credentials. Retrieved October 4, 2017.', 'source_name': 'DarkReading FireEye FIN5 Oct 2015', 'url': 'https://www.darkreading.com/analytics/prolific-cybercrime-gang-favors-legit-login-credentials/d/d-id/1322645?'}]","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","['FIN5']","2.1","2.1.0","['enterprise-attack']","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","1.0","['Walker Johnson']",""
